"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameSizeRadius0To10_i","AnzahlSameSizeRadius10To30_i","AnzahlSameSizeRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 4 Kinderfahrrad","Weiz, Steiermark","Zuletzt geändert:,23.06.2024, 08:21 Uhr","€ 370","","20 Zoll,Rot,Gebraucht,Selbstabholung","Woom 4 Kinderfahrrad, in rot mit Flaschenhalterung, Klingel, 7 Gänge, 20 Zoll.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-2058372978/",1145,370,NA,"Weiz",4,"Rot","2024-06-23 08:21:00",1719130860,0,"used",0,1,8160,47.2086261,15.6534885454484,0,30,40,0,5.91350300563827,0.6,"Rot","used"
"Woom 2, Erstbesitz frisch vom Service!","6167 Neustift im Stubaital","Zuletzt geändert:,06.06.2024, 14:33 Uhr","€ 320","Privatperson","Kettenschaltung,Rot,Gebraucht,Selbstabholung, Versand","Verkaufe unser Woom 2, da es leider zu klein geworden ist. Guter gebrauchter Zustand, frisch vom Service. Abzuholen in Neustift.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-erstbesitz-frisch-vom-service-1648221255/",1146,320,6167,"6167 Neustift im Stubaital",2,"Rot","2024-06-06 14:33:00",1717684380,0,"used",1,0,6167,47.107903110862,11.3043222546805,0,8,31,0,5.76832099579377,1.27659574468085,"Rot","used"
"(reserviert) Woom 1 Plus Kinderfahrrad in Lila (Purple Haze)","Leibnitz, Steiermark","Zuletzt geändert:,23.06.2024, 17:34 Uhr","€ 200","","Felgenbremse,bis 16 Zoll,Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-plus-kinderfahrrad-in-lila-purple-haze-1875347367/",1147,200,NA,"Leibnitz",1,"Violett","2024-06-23 17:34:00",1719164040,0,"as good as new",0,1,8430,46.76385315,15.5774974462665,1,5,62,0,5.29831736654804,0.769230769230769,"Violett","as good as new"
"woom 4","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,06.06.2024, 11:47 Uhr","€ 390","Privatperson","Kettenschaltung,Felgenbremse,51 cm,20 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1718189113/",1149,390,1100,"1100 Wien",4,"Rot","2024-06-06 11:47:00",1717674420,0,"as good as new",0,0,1100,48.1760137,16.3687822,126,143,175,1,5.96614673912369,0.0493015612161052,"Rot","as good as new"
"WOOM KInderrad 3","3161 Kropfsdorf","Zuletzt geändert:,24.06.2024, 20:38 Uhr","€ 375","Privatperson","bis 16 Zoll,Violett,Neuwertig,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderrad-3-1611202862/",1150,375,3161,"3161 Kropfsdorf",3,"Violett","2024-06-24 20:38:00",1719261480,0,"as good as new",1,0,3161,48.049615869837,15.6517924764607,13,11,269,0,5.92692602597041,0.16260162601626,"Violett","as good as new"
"Woom 4","Korneuburg, Niederösterreich","Zuletzt geändert:,06.06.2024, 12:15 Uhr","€ 320","","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1453642343/",1151,320,NA,"Korneuburg",4,"Rot","2024-06-06 12:15:00",1717676100,0,"used",1,1,2100,48.3660693284712,16.3225613038421,9,259,134,0,5.76832099579377,0.084985835694051,"Rot","used"
"Woom 3 Bike","1200 Wien, 20. Bezirk, Brigittenau","Zuletzt geändert:,07.06.2024, 21:56 Uhr","€ 300","Privatperson","Blau,Gebraucht,Selbstabholung","Ich möchte mein Woom-Bike verkaufen. Es ist neuwertig und wird regelmäßig gewartet. Es ist kaum ein Jahr gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-bike-1139382893/",1157,300,1200,"1200 Wien",3,"Blau","2024-06-07 21:56:00",1717797360,0,"used",0,0,1200,48.23615775,16.3838734770906,137,174,124,0,5.7037824746562,0.0463678516228748,"Blau","used"
"Woom 3 rot","Gänserndorf, Niederösterreich","Zuletzt geändert:,05.06.2024, 20:59 Uhr","€ 450","","Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-1195610559/",1159,450,NA,"Gänserndorf",3,"Rot","2024-06-05 20:59:00",1717621140,0,"as good as new",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,6.10924758276437,0.116279069767442,"Rot","as good as new"
"Woom 3 in blau","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,05.06.2024, 22:39 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 3 inkl. fahrradständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-blau-1076078552/",1160,330,1130,"1130 Wien",3,"Blau","2024-06-05 22:39:00",1717627140,0,"used",0,0,1130,48.17303285,16.278363207384,81,200,175,0,5.79909265446053,0.056550424128181,"Blau","used"
"Woom 3 Kinderfahrrad","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,05.06.2024, 19:14 Uhr","€ 360","Privatperson","Felgenbremse,20 Zoll,Rot,Gebraucht,Selbstabholung","Woom 3 mit Seitenständer und Rückstrahler","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1558742883/",1162,360,1230,"1230 Wien",3,"Rot","2024-06-05 19:14:00",1717614840,0,"used",0,0,1230,48.1393523,16.3048854,87,173,182,0,5.88610403145016,0.0571428571428571,"Rot","used"
"Woom 4 grün","Kitzbühel, Tirol","Zuletzt geändert:,16.06.2024, 17:27 Uhr","€ 400","","Felgenbremse,Grün,Gebraucht,Selbstabholung","Woom 4 grün inkl. Fahrradglocke und Original Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gruen-2141106477/",1164,400,NA,"Kitzbühel",4,"Grün","2024-06-16 17:27:00",1718558820,0,"used",0,1,6370,47.447367,12.3928487,0,20,40,0,5.99146454710798,0.75,"Grün","used"
"Woom 3 in Gelb mit Seitenständer","Mödling, Niederösterreich","Zuletzt geändert:,20.06.2024, 09:54 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-gelb-mit-seitenstaender-840601757/",1165,350,NA,"Mödling",3,"Gelb","2024-06-20 09:54:00",1718877240,0,"used",1,1,2340,48.0830407148611,16.2908222993186,57,178,202,0,5.85793315448346,0.0666666666666667,"Gelb","used"
"Woom 3 gelb, neuwertig, 1. Besitz","Oberpullendorf, Burgenland","Zuletzt geändert:,17.06.2024, 22:18 Uhr","€ 350","","Gelb,Neuwertig,Selbstabholung","Woom 3 gelb mit Seitenständer, neuwertig, keine Kratzer, immer gut aufgepasst- siehe Bilder","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-neuwertig-1-besitz-1455852714/",1166,350,NA,"Oberpullendorf",3,"Gelb","2024-06-17 22:18:00",1718662680,0,"as good as new",0,1,7350,47.5018805943208,16.5104727560442,0,14,77,0,5.85793315448346,0.571428571428571,"Gelb","as good as new"
"WOOM 3","Baden, Niederösterreich","Zuletzt geändert:,05.06.2024, 19:12 Uhr","€ 300","","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1132282621/",1167,300,NA,"Baden",3,"Gelb","2024-06-05 19:12:00",1717614720,0,"used",0,1,2500,48.0034250347127,16.2318055893066,28,134,250,0,5.7037824746562,0.087463556851312,"Gelb","used"
"Woom 2 Fahrrad","Voitsberg, Steiermark","Zuletzt geändert:,21.06.2024, 06:36 Uhr","€ 310","","bis 16 Zoll,Rot,Neuwertig,Selbstabholung","Fahrrad gekauft 2022, 2 leichte Kratzspuren, voll funktionsfähig, inklusive Ständer und Klingel","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-1082840609/",1169,310,NA,"Voitsberg",2,"Rot","2024-06-21 06:36:00",1718951760,0,"as good as new",0,1,8570,47.046121,15.1756420457505,2,28,49,0,5.73657229747919,0.512820512820513,"Rot","as good as new"
"Woom 3 - Purple Haze","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,05.06.2024, 07:04 Uhr","€ 360","Privatperson","Tretlagerschaltung,Scheibenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 3 Kinderfahrrad in Lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-purple-haze-1102411700/",1176,360,1020,"1020 Wien",3,"Violett","2024-06-05 07:04:00",1717571040,0,"used",0,0,1020,48.20642055,16.4327785094205,123,177,128,0,5.88610403145016,0.0491803278688525,"Violett","used"
"Woom 3","Weiz, Steiermark","Zuletzt geändert:,04.06.2024, 16:52 Uhr","€ 350","","Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1636849105/",1180,350,NA,"Weiz",3,"Gelb","2024-06-04 16:52:00",1717519920,0,"used",0,1,8160,47.2086261,15.6534885454484,0,30,40,0,5.85793315448346,0.6,"Gelb","used"
"Woom 1 Laufrad (lila) für Kleinkinder + Trittbrett & Glocke","Korneuburg, Niederösterreich","Zuletzt geändert:,04.06.2024, 17:32 Uhr","€ 200","","bis 16 Zoll,Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-laufrad-lila-fuer-kleinkinder-trittbrett-glocke-1809078340/",1182,200,NA,"Korneuburg",1,"Violett","2024-06-04 17:32:00",1717522320,0,"as good as new",0,1,2100,48.3660693284712,16.3225613038421,9,259,134,0,5.29831736654804,0.084985835694051,"Violett","as good as new"
"Woom 3 violett mit Seitenständer","3040 Neulengbach","Zuletzt geändert:,04.06.2024, 15:25 Uhr","€ 320","","Kettenschaltung,Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-violett-mit-seitenstaender-1381522959/",1183,320,3040,"3040 Neulengbach",3,"Violett","2024-06-04 15:25:00",1717514700,0,"used",0,1,3040,48.2215954,15.916041518027,5,45,324,0,5.76832099579377,0.135135135135135,"Violett","used"
"Woom 2","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.06.2024, 15:32 Uhr","€ 390","","Rot,Neuwertig,Selbstabholung, Versand","Woom 2 Fahrrad in sehr gutem Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-2082190232/",1184,390,NA,"Bruck an der Leitha",2,"Rot","2024-06-04 15:32:00",1717515120,0,"as good as new",1,1,2460,48.01475175,16.7755597565265,15,14,321,1,5.96614673912369,0.136674259681093,"Rot","as good as new"
"Woom 4 Fahrrad","2482 Münchendorf","Zuletzt geändert:,14.06.2024, 08:53 Uhr","€ 435","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-fahrrad-1906496135/",1186,435,2482,"2482 Münchendorf",4,"Rot","2024-06-14 08:53:00",1718355180,0,"used",0,0,2482,48.0311458247955,16.3887371928749,31,259,165,0,6.07534603108868,0.0690448791714615,"Rot","used"
"(ident zu Woom 3) = Academy Grade 3 inkl. Decken und Felge","4132 Lembach im Mühlkreis","Zuletzt geändert:,30.06.2024, 08:53 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/-ident-zu-woom-3-academy-grade-3-inkl-decken-und-felge-1029823488/",1187,330,4132,"4132 Lembach im Mühlkreis",3,"Rot","2024-06-30 08:53:00",1719737580,0,"used",0,0,4132,48.4946439197522,13.8996348264699,1,5,58,0,5.79909265446053,0.810810810810811,"Rot","used"
"Woom 3 Kinderfahrrad","Waidhofen an der Thaya, Niederösterreich","Zuletzt geändert:,04.06.2024, 13:47 Uhr","€ 350","","Violett,Neuwertig,Selbstabholung","Verkaufe unser neuwertiges Woom 3 da wir gleich aufs Woom 4 umsteigen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1142623388/",1188,350,NA,"Waidhofen an der Thaya",3,"Violett","2024-06-04 13:47:00",1717508820,0,"as good as new",0,1,3830,48.813401545691,15.2842813375396,0,6,15,0,5.85793315448346,2.22222222222222,"Violett","as good as new"
"Woom 3","Gänserndorf, Niederösterreich","Zuletzt geändert:,12.06.2024, 13:56 Uhr","€ 330","","Rot,Gebraucht,Selbstabholung","Guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1513723353/",1189,330,NA,"Gänserndorf",3,"Rot","2024-06-12 13:56:00",1718200560,0,"used",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,5.79909265446053,0.116279069767442,"Rot","used"
"Woom Original 3 Kinderfahrrad","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,04.06.2024, 13:45 Uhr","€ 350","Privatperson","Blau,Gebraucht,Selbstabholung","Mit Ständer und Gepäckträger.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-kinderfahrrad-885737192/",1191,350,1220,"1220 Wien",3,"Blau","2024-06-04 13:45:00",1717508700,0,"used",0,0,1220,48.2152329,16.4840611,97,164,158,0,5.85793315448346,0.0561797752808989,"Blau","used"
"Woom 3 grün","Weiz, Steiermark","Zuletzt geändert:,04.06.2024, 07:57 Uhr","€ 390","","Grün,Gebraucht,Selbstabholung","16 Zoll","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-1712346521/",1193,390,NA,"Weiz",3,"Grün","2024-06-04 07:57:00",1717487820,0,"used",0,1,8160,47.2086261,15.6534885454484,0,30,40,1,5.96614673912369,0.6,"Grün","used"
"woom 2","Amstetten, Niederösterreich","Zuletzt geändert:,04.06.2024, 08:31 Uhr","€ 330","","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1408492917/",1194,330,NA,"Amstetten",2,"Violett","2024-06-04 08:31:00",1717489860,0,"as good as new",0,1,3300,48.1097856292343,14.8603687728276,1,16,54,0,5.79909265446053,0.652173913043478,"Violett","as good as new"
"Woom 3 Kinderfahrrad","9020 Klagenfurt","Zuletzt geändert:,04.06.2024, 06:35 Uhr","€ 330","Privatperson","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1668839675/",1196,330,9020,"9020 Klagenfurt",3,"Gelb","2024-06-04 06:35:00",1717482900,0,"used",0,0,9020,46.6230809192316,14.302588703974,3,5,15,0,5.79909265446053,1.3953488372093,"Gelb","used"
"Woom 3 mit Seitenständer","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.06.2024, 13:03 Uhr","€ 340","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Wurde im März 2022 gekauft und genutzt von einem Kind von Juli 2022 bis April 2024. Stand immer in der Garage. Schlauch im Vorderrad dieses Jahr im März im Fachgeschäft gewechselt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-seitenstaender-2043663743/",1198,340,NA,"Bruck an der Leitha",3,"Gelb","2024-06-04 13:03:00",1717506180,0,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,0,5.82894561761021,0.136674259681093,"Gelb","used"
"Original Woom 4 Bike in Lila - Kinderfahrrad","6020 Innsbruck","Zuletzt geändert:,03.06.2024, 23:31 Uhr","€ 395","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/original-woom-4-bike-in-lila-kinderfahrrad-1804560396/",1199,395,6020,"6020 Innsbruck",4,"Violett","2024-06-03 23:31:00",1717457460,0,"used",1,0,6020,47.2709262368948,11.4066925646526,1,19,21,0,5.97888576490112,0.923076923076923,"Violett","used"
"Woom 3 blau","2824 Seebenstein","Zuletzt geändert:,04.06.2024, 20:38 Uhr","€ 310","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1984137022/",1206,310,2824,"2824 Seebenstein",3,"Blau","2024-06-04 20:38:00",1717533480,0,"used",1,0,2824,47.7012218897843,16.1490381721381,10,20,224,0,5.73657229747919,0.185185185185185,"Blau","used"
"Woom 3 grün","8151 Doblegg","Zuletzt geändert:,03.06.2024, 16:01 Uhr","€ 315","Privatperson","bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-1921270556/",1208,315,8151,"8151 Doblegg",3,"Grün","2024-06-03 16:01:00",1717430460,0,"used",1,0,8151,47.0345712333706,15.2984834229476,11,28,47,0,5.75257263882563,0.355029585798817,"Grün","used"
"Woom 2 grün","Mistelbach, Niederösterreich","Zuletzt geändert:,03.06.2024, 18:04 Uhr","€ 315","","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Inkl. Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-gruen-1842072320/",1209,315,NA,"Mistelbach",2,"Grün","2024-06-03 18:04:00",1717437840,0,"used",0,1,2130,48.5451241,16.5344475827696,0,63,239,0,5.75257263882563,0.164383561643836,"Grün","used"
"Woom 3","Mattersburg, Burgenland","Zuletzt geändert:,03.06.2024, 13:49 Uhr","€ 340","","Felgenbremse,bis 35 cm,Rot,Gebraucht,Selbstabholung","Woom 3 Kinderfahrrad","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1151821480/",1210,340,NA,"Mattersburg",3,"Rot","2024-06-03 13:49:00",1717422540,0,"used",0,1,7210,47.7343579,16.4111436717399,5,22,306,0,5.82894561761021,0.157894736842105,"Rot","used"
"Woom 3 inkl. Seitenständer und Klingel","Baden, Niederösterreich","Zuletzt geändert:,29.06.2024, 11:02 Uhr","€ 350","","Gelb,Gebraucht,Selbstabholung","Verkaufen unser Woom 3 in „Sunny Yellow“ inkl. originaler Vienna Bell Fahrradklingel und Seitenständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-seitenstaender-und-klingel-1888032743/",1212,350,NA,"Baden",3,"Gelb","2024-06-29 11:02:00",1719658920,0,"used",0,1,2500,48.0034250347127,16.2318055893066,28,134,250,0,5.85793315448346,0.087463556851312,"Gelb","used"
"Woom 3","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,03.06.2024, 11:40 Uhr","€ 385","Privatperson","Felgenbremse,40 cm,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Woom 3 in tollem, sonnigen Gelb, Fahrrad für ca 4-6 Jahre, Erstbesitz, schön erhalten, funktioniert einwandfrei, wartet auf neue Abenteuer, sehr gepflegt (immer im Fahrradraum oder der Wohnung abgestellt) inkl. Kettenschutz, Fahrradständer, Kotflügel hinten und vorne, Schnellspanner für Sitz, 2022 bei Woom bestellt, normale Gebrauchsspuren (siehe Fotos), eine passende Klingel gibt es auf Wunsch gratis dazu","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2038584857/",1215,385,1220,"1220 Wien",3,"Gelb","2024-06-03 11:40:00",1717414800,0,"used",0,0,1220,48.2152329,16.4840611,97,164,158,0,5.95324333428778,0.0561797752808989,"Gelb","used"
"Woom 3 Fahrrad","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,03.06.2024, 09:07 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Grün,Neuwertig,Selbstabholung","Verkaufe Fahrrad, ist leider schon zu klein für mein Sohn.  Mit klingel","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-1895995720/",1221,350,1210,"1210 Wien",3,"Grün","2024-06-03 09:07:00",1717405620,0,"as good as new",0,0,1210,48.2678639,16.3845716,86,163,156,0,5.85793315448346,0.0601202404809619,"Grün","as good as new"
"Woom 3","Imst, Tirol","Zuletzt geändert:,02.06.2024, 20:30 Uhr","€ 330","","Rot,Gebraucht,Selbstabholung, Versand","Von zwei Kindern befahren, normale Gebrauchsspuren hauptsächlich an den Griffen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1521873555/",1226,330,NA,"Imst",3,"Rot","2024-06-02 20:30:00",1717360200,0,"used",1,1,6460,47.2369835634626,10.7375255842278,1,12,8,0,5.79909265446053,1.57894736842105,"Rot","used"
"Woom 3","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,03.07.2024, 09:28 Uhr","€ 250","","Violett,Gebraucht,Selbstabholung","Wir steigen auf das 4er woom um und verkaufen unser Woom 3 in violett.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1496540320/",1232,250,1100,"1100 Wien",3,"Violett","2024-07-03 09:28:00",1719998880,0,"used",0,1,1100,48.1760137,16.3687822,126,143,175,0,5.52146091786225,0.0493015612161052,"Violett","used"
"Woom 3 grün","3552 Stratzing","Zuletzt geändert:,30.06.2024, 08:44 Uhr","€ 320","Privatperson","Grün,Gebraucht,Selbstabholung","Verkaufe grünes Fahrrad der Marke Woom in gutem Zustand. Original Kotflügel und Ständer inklusive. Ein paar Kratzer sind vorne am Lack (siehe Foto) vorhanden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-1899629022/",1236,320,3552,"3552 Stratzing",3,"Grün","2024-06-30 08:44:00",1719737040,0,"used",0,0,3552,48.4634202205294,15.5762557713832,2,17,94,0,5.76832099579377,0.428571428571429,"Grün","used"
"Woom 3 - rot (16 Zoll)","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,26.06.2024, 08:17 Uhr","€ 270","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-16-zoll-1729105880/",1237,270,1130,"1130 Wien",3,"Rot","2024-06-26 08:17:00",1719389820,0,"used",0,0,1130,48.17303285,16.278363207384,81,200,175,0,5.59842195899838,0.056550424128181,"Rot","used"
"Woom 3 gelb","8010 Graz","Zuletzt geändert:,01.07.2024, 17:33 Uhr","€ 350","Privatperson","Gelb,Gebraucht,Selbstabholung","Das Fahrrad ist in einem sehr guten Zustand und funktioniert einwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-1407171789/",1244,350,8010,"8010 Graz",3,"Gelb","2024-07-01 17:33:00",1719855180,0,"used",0,0,8010,47.07213787521,15.4531645759067,11,30,39,0,5.85793315448346,0.363636363636364,"Gelb","used"
"Woom 3","Hollabrunn, Niederösterreich","Zuletzt geändert:,02.06.2024, 02:00 Uhr","€ 340","","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Woom 3 Fahrrad mit Woom Ständer und Kotflügel.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1192222637/",1252,340,NA,"Hollabrunn",3,"Grün","2024-06-02 02:00:00",1717293600,0,"used",0,1,2020,48.5448382,16.0702803,0,27,312,0,5.82894561761021,0.163934426229508,"Grün","used"
"woom 3","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,02.06.2024, 06:24 Uhr","€ 280","Privatperson","Rot,Gebraucht,Selbstabholung","gebrauchsspuren wie auf den bildern","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1921684719/",1253,280,1230,"1230 Wien",3,"Rot","2024-06-02 06:24:00",1717309440,0,"used",0,0,1230,48.1393523,16.3048854,87,173,182,0,5.63478960316925,0.0571428571428571,"Rot","used"
