"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameProductsRadius0To10_i","AnzahlSameProductsRadius10To30_i","AnzahlSameProductsRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 3 Kinderrad","6311 Wildschönau","Zuletzt geändert:,27.06.2024, 19:09 Uhr","€ 320","Privatperson","Felgenbremse,Grün,Gebraucht,Selbstabholung","16 Zoll Rad","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderrad-1128865977/",472,320,6311,"6311 Wildschönau",3,"Grün","2024-06-27 19:09:00",1719515340,0,"used",0,0,6311,47.4372026165378,12.0378000359368,0,11,6,0,5.76832099579377,2.14285714285714,"Grün","used"
"Woom 3 Fahrrad + Ständer","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,27.06.2024, 18:00 Uhr","€ 330","Privatperson","Blau,Neuwertig,Selbstabholung","Das Woom 3 in der Farbe Blau + Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-staender-1396702324/",475,330,1210,"1210 Wien",3,"Blau","2024-06-27 18:00:00",1719511200,0,"as good as new",0,0,1210,48.2678639,16.3845716,58,55,18,0,5.79909265446053,0.126050420168067,"Blau","as good as new"
"Woom 3 lila 16 Zoll Kinderfahrrad","5282 Ranshofen","Zuletzt geändert:,27.06.2024, 16:02 Uhr","€ 399","Privatperson","bis 16 Zoll,Violett,Neuwertig,Selbstabholung, Versand","Verkaufe absolut neuwertiges Woom 3 in lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-16-zoll-kinderfahrrad-949862726/",480,399,5282,"5282 Ranshofen",3,"Violett","2024-06-27 16:02:00",1719504120,0,"as good as new",1,0,5282,48.2183536126878,13.0274724721991,0,3,11,1,5.98896141688986,3.52941176470588,"Violett","as good as new"
"Woom 3","1200 Wien, 20. Bezirk, Brigittenau","Zuletzt geändert:,27.06.2024, 09:57 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung","Schönes blaues woom 3 sucht neuen Besitzer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1118990464/",490,330,1200,"1200 Wien",3,"Blau","2024-06-27 09:57:00",1719482220,0,"used",0,0,1200,48.23615775,16.3838734770906,90,41,16,0,5.79909265446053,0.0940438871473354,"Blau","used"
"WOOM 6 rot, Kinderfahrrad 27 Gänge","2291 Lassee","Zuletzt geändert:,26.06.2024, 21:45 Uhr","€ 450","Privatperson","Kettenschaltung,Felgenbremse,40 cm,26 Zoll,Rot,Gebraucht,Selbstabholung","Fahrrad mit wenigen Gebrauchsspuren funktioniert jedoch einwandfrei. Das Fahrrad hat 27 Gänge was bei WOOM ungewöhnlich ist und es wartet schon auf seinen nächsten Besitzer. Bei Interesse gerne Melden und anschauen kommen. Eine Besichtigung wäre auch in 1110 Wien möglich nähe Svetelskystraße.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-rot-kinderfahrrad-27-gaenge-1969844265/",501,450,2291,"2291 Lassee",6,"Rot","2024-06-26 21:45:00",1719438300,0,"used",0,0,2291,48.2370433711883,16.8225051750392,0,30,108,0,6.10924758276437,0.357142857142857,"Rot","used"
"Woom 3 Fahrrad violette","9062 Moosburg","Zuletzt geändert:,26.06.2024, 16:16 Uhr","€ 360","Privatperson","Violett,Gebraucht,Selbstabholung, Versand","Schönes woom 3 Fahrrad in violette , gebraucht mit Fahrradständer, Selbstabholer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-violette-1868492962/",515,360,9062,"9062 Moosburg",3,"Violett","2024-06-26 16:16:00",1719418560,0,"used",1,0,9062,46.6553353923738,14.1752707052775,0,11,9,0,5.88610403145016,1.93548387096774,"Violett","used"
"Woom 3 blau","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,03.07.2024, 14:18 Uhr","€ 290","","Kettenschaltung,Blau,Gebraucht,Selbstabholung","Wir verkaufen unser frisch serviciertes Woom 3 in blau, weil es zu klein nun ist","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1772121507/",517,290,1220,"1220 Wien",3,"Blau","2024-07-03 14:18:00",1720016280,0,"used",0,1,1220,48.2152329,16.4840611,60,55,18,1,5.66988092298052,0.122950819672131,"Blau","used"
"Woom 5 blau","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,03.07.2024, 14:18 Uhr","€ 480","","Blau,Gebraucht,Selbstabholung","Verkaufen unser frisch serviciertes Woom 5 in blau. Hat bei den Fotos Grad zu wenig Luft im Reifen. Abholung in 1220 oder 3481","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-blau-1172355259/",518,480,1220,"1220 Wien",5,"Blau","2024-07-03 14:18:00",1720016280,0,"used",0,1,1220,48.2152329,16.4840611,60,55,18,0,6.17378610390194,0.122950819672131,"Blau","used"
"Woom 3 Kinderfahrrad","3335 Weyer","Zuletzt geändert:,27.06.2024, 20:10 Uhr","€ 280","Privatperson","Grün,Gebraucht,Selbstabholung","Gebrauchtes Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-871026232/",521,280,3335,"3335 Weyer",3,"Grün","2024-06-27 20:10:00",1719519000,0,"used",0,0,3335,47.8622780276569,14.6646518442011,0,1,14,0,5.63478960316925,3.75,"Grün","used"
"Woom 3 Kinderfahrrad direkt vom Hersteller","1040 Wien, 04. Bezirk, Wieden","Zuletzt geändert:,27.06.2024, 22:20 Uhr","€ 360","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Woom 3 Kinderfahrrad in sehr gutem Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-direkt-vom-hersteller-1258107083/",525,360,1040,"1040 Wien",3,"Blau","2024-06-27 22:20:00",1719526800,0,"used",1,0,1040,48.192659338033,16.3693627247063,109,23,18,0,5.88610403145016,0.0835654596100278,"Blau","used"
"Woom 3 Kinderfahrrad blau mit Klingel","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,26.06.2024, 08:06 Uhr","€ 365","Privatperson","Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-blau-mit-klingel-1074683672/",530,365,1020,"1020 Wien",3,"Blau","2024-06-26 08:06:00",1719389160,0,"used",0,0,1020,48.20642055,16.4327785094205,78,45,18,0,5.89989735358249,0.104166666666667,"Blau","used"
"Woom 3","2440 Gramatneusiedl","Zuletzt geändert:,26.06.2024, 07:57 Uhr","€ 399","Privatperson","bis 16 Zoll,Blau,Neuwertig,Selbstabholung, Versand","Abzugeben ein Woom Kinderfahrrad in Blau mit Zubehör. Feb. 2024 Service mit RE durchgeführt und sämtliche. Verschleißteile erneuert.Als Goddy gibt es den Helm von Woom in blau noch dazu.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1943951580/",531,399,2440,"2440 Gramatneusiedl",3,"Blau","2024-06-26 07:57:00",1719388620,0,"as good as new",1,0,2440,48.0176784303732,16.4677635641509,2,119,28,1,5.98896141688986,0.215827338129496,"Blau","as good as new"
"Woom 4 Kinderfahrrad ab 6 Jahre alt bis10 Jahre alt","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,25.06.2024, 23:32 Uhr","€ 390","Privatperson","Kettenschaltung,Scheibenbremse,36 cm,20 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","Kinderfahrrad Woom 4","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-ab-6-jahre-alt-bis10-jahre-alt-1381714399/",535,390,1210,"1210 Wien",4,"Gelb","2024-06-25 23:32:00",1719358320,0,"used",1,0,1210,48.2678639,16.3845716,58,55,18,1,5.96614673912369,0.126050420168067,"Gelb","used"
"Woom 3","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,25.06.2024, 21:01 Uhr","€ 380","Privatperson","Violett,Gebraucht,Selbstabholung","Verkaufe voll funktionstüchtiges Woom 3.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1615467994/",541,380,1220,"1220 Wien",3,"Violett","2024-06-25 21:01:00",1719349260,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.94017125272043,0.122950819672131,"Violett","used"
"Woom ORIGINAL 3 Kinderfahrad in Rot mit Seitenständer & Klingel - wie neu","1140 Wien, 14. Bezirk, Penzing","Zuletzt geändert:,26.06.2024, 17:03 Uhr","€ 349","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-kinderfahrad-in-rot-mit-seitenstaender-klingel-wie-neu-2005859578/",543,349,1140,"1140 Wien",3,"Rot","2024-06-26 17:03:00",1719421380,0,"as good as new",0,0,1140,48.2047495391897,16.2637909521759,59,75,17,1,5.85507192220243,0.115163147792706,"Rot","as good as new"
"Woom 3 SRAM Automatix","3300 Amstetten","Zuletzt geändert:,29.06.2024, 07:03 Uhr","€ 390","Privatperson","Nabenschaltung,Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufen gebrauchtes Woom 3 ist nicht das aktuelle Modell sondern das Vorletzte mit dem Mitlaufendem Kettenschutz. Hab dann durch Zufall eine Hinterradfelge mit der 2gang automatik schaltung gekauft und sie in das Fahrrad eingebaut funktioniert einwandfrei. Wenn die Trettfrequenz zunimmt schaltet das Hinterrad automatisch in den zweiten Gang und die kleinen strampeln sich nicht mehr so ab, und wenn ein leichter Anstieg kommt, und die Trettfrequenz wieder abnimmt schaltet das Hinterrad automatisch wieder in den ersten Gang.Haben so Ausfahrten von bis zu 15 km geschafft. Bemerkung am Rande dieses Modell mit dem mitlaufenden Kettenschutz hat es von woom original gar nicht gegeben, wurde von mir umgebaut es waren ein paar kleine Modifikation an der Nabe zu machen das sie in dieses Rad reingepasst hat","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-sram-automatix-1773814158/",544,390,3300,"3300 Amstetten",3,"Rot","2024-06-29 07:03:00",1719644580,0,"used",0,0,3300,48.1097856292343,14.8603687728276,0,2,15,1,5.96614673912369,3.1578947368421,"Rot","used"
"woom ORIGINAL 5","2320 Rauchenwarth","Zuletzt geändert:,25.06.2024, 10:14 Uhr","€ 510","Privatperson","24 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-5-1683824281/",558,510,2320,"2320 Rauchenwarth",5,"Blau","2024-06-25 10:14:00",1719310440,0,"used",0,0,2320,48.1379465340149,16.4744754346982,43,86,20,0,6.23441072571837,0.133333333333333,"Blau","used"
"Woom 3","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,25.06.2024, 09:07 Uhr","€ 300","Privatperson","Gelb,Gebraucht,Selbstabholung","Verkauft wird ein Woom 3 Kinderfahrrad in der Farbe gelb mit Klingel und Seitenständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1225793955/",565,300,1150,"1150 Wien",3,"Gelb","2024-06-25 09:07:00",1719306420,0,"used",0,0,1150,48.1947304374963,16.3272146894668,90,41,19,0,5.7037824746562,0.093603744149766,"Gelb","used"
"Woom 1 Laufrad blau","4600 Wels","Zuletzt geändert:,25.06.2024, 06:15 Uhr","€ 190","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Gut erhalten","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-laufrad-blau-1740996149/",573,190,4600,"4600 Wels",1,"Blau","2024-06-25 06:15:00",1719296100,0,"used",1,0,4600,48.1670336,14.0205157,0,7,16,1,5.24702407216049,2,"Blau","used"
"Kinder Fahrrad Woom 3","1140 Wien, 14. Bezirk, Penzing","Zuletzt geändert:,24.06.2024, 23:08 Uhr","€ 350","Privatperson","Kettenschaltung,Felgenbremse,42 cm,bis 16 Zoll,Gelb,Neuwertig,Selbstabholung","Ich verkaufe den Kinderfahrad der Marke Woom, Größe 3, von 105 -120 cm großes Kind, mit dem Gewicht 5,4 kg. Belastbar mit max. 60 kg. Version mit Glocke, Kettenschutz, Kotflügel, Seiten Ständer. Sehr guter Zustand, wurde wegen der Krankheit fast nicht benutzt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinder-fahrrad-woom-3-1980238606/",575,350,1140,"1140 Wien",3,"Gelb","2024-06-24 23:08:00",1719270480,0,"as good as new",0,0,1140,48.2047495391897,16.2637909521759,59,75,17,0,5.85793315448346,0.115163147792706,"Gelb","as good as new"
"Woom 2","6290 Schwendau","Zuletzt geändert:,01.07.2024, 21:34 Uhr","€ 300","","Gelb,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1820497571/",587,300,6290,"6290 Schwendau",2,"Gelb","2024-07-01 21:34:00",1719869640,0,"used",1,1,6290,47.1660825504002,11.8686286682471,0,4,13,0,5.7037824746562,2.85714285714286,"Gelb","used"
"Woom 4, Erstbesitz","9771 Berg","Zuletzt geändert:,24.06.2024, 13:58 Uhr","€ 440","Privatperson","Kettenschaltung,Felgenbremse,51 cm,20 Zoll,Gelb,Neuwertig,Selbstabholung","Allround-Kinderfahrrad in 20 Zoll für Kinder ab sechs Jahren mit verstellbarem Vario-Vorbau und 7-Gang-Schaltung. Mit Kotflügel vorne und hinten.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-erstbesitz-2085457645/",595,440,9771,"9771 Berg",4,"Gelb","2024-06-24 13:58:00",1719237480,0,"as good as new",0,0,9771,46.7465546683067,13.1373770487654,0,7,3,0,6.08677472691231,3.52941176470588,"Gelb","as good as new"
"Woom 3, Erstbesitz","9771 Berg","Zuletzt geändert:,24.06.2024, 13:59 Uhr","€ 350","Privatperson","bis 35 cm,bis 16 Zoll,Violett,Neuwertig,Selbstabholung","Superleichtes Allround-Kinderfahrrad in 16 Zoll für Kinder ab vier Jahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-erstbesitz-1427505202/",596,350,9771,"9771 Berg",3,"Violett","2024-06-24 13:59:00",1719237540,0,"as good as new",0,0,9771,46.7465546683067,13.1373770487654,0,7,3,0,5.85793315448346,3.52941176470588,"Violett","as good as new"
"Stuff 16"" Ähnlich Woom 2","9344 Zammelsberg","Zuletzt geändert:,24.06.2024, 12:45 Uhr","€ 200","Privatperson","bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","Stuff LW. ca. 5,5 kg","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/stuff-16-aehnlich-woom-2-1001745435/",598,200,9344,"9344 Zammelsberg",2,"Grün","2024-06-24 12:45:00",1719233100,0,"used",1,0,9344,46.8415912,14.171317725,0,9,12,0,5.29831736654804,2,"Grün","used"
"Woom 3 mit Ständer und Klingel","9020 Klagenfurt","Zuletzt geändert:,24.06.2024, 13:40 Uhr","€ 350","Privatperson","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-staender-und-klingel-775802522/",599,350,9020,"9020 Klagenfurt",3,"Grün","2024-06-24 13:40:00",1719236400,0,"used",0,0,9020,46.6230809192316,14.302588703974,4,3,6,0,5.85793315448346,1.66666666666667,"Grün","used"
"woom ORIGINAL 3 - Kinderfahrrad sky blue / Top-Zustand","1030 Wien, 03. Bezirk, Landstraße","Zuletzt geändert:,24.06.2024, 11:32 Uhr","€ 450","Privatperson","Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-kinderfahrrad-sky-blue-top-zustand-1783136095/",605,450,1030,"1030 Wien",3,"Blau","2024-06-24 11:32:00",1719228720,0,"as good as new",0,0,1030,48.1995445102805,16.3922565028478,106,20,21,0,6.10924758276437,0.0860832137733142,"Blau","as good as new"
"Top Kinder Fahrrad woom 3 16 Zoll blue sehr gute Zustand","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,24.06.2024, 10:02 Uhr","€ 330","Privatperson","Nabenschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Blau,Neuwertig,Selbstabholung, Versand","Kinder Fahrrad woom 3 16 Zoll blue","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/top-kinder-fahrrad-woom-3-16-zoll-blue-sehr-gute-zustand-2112296060/",615,330,1210,"1210 Wien",3,"Blau","2024-06-24 10:02:00",1719223320,0,"as good as new",1,0,1210,48.2678639,16.3845716,58,55,18,0,5.79909265446053,0.126050420168067,"Blau","as good as new"
"Woom 5","3400 Kierling","Zuletzt geändert:,24.06.2024, 07:33 Uhr","€ 500","Privatperson","Rot,Gebraucht,Selbstabholung","Rotes Woom 5 Bike inkl Gepäckträger und Ständer zu verkaufen. Nur wenig benutzt,war auch immer in der Garage","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1535029990/",624,500,3400,"3400 Kierling",5,"Rot","2024-06-24 07:33:00",1719214380,0,"used",0,0,3400,48.295823802606,16.3254259436581,36,94,18,0,6.21460809842219,0.14218009478673,"Rot","used"
"Woom Kinderfahrrad 3 blau","1140 Wien, 14. Bezirk, Penzing","Zuletzt geändert:,23.06.2024, 21:16 Uhr","€ 370","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufen unser woom Rad, Größe 3 in blau. Inkl Seitenständer, Sitz verstellbar mit schnellspanner und Glocke.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-3-blau-1566139034/",634,370,1140,"1140 Wien",3,"Blau","2024-06-23 21:16:00",1719177360,0,"used",0,0,1140,48.2047495391897,16.2637909521759,59,75,17,0,5.91350300563827,0.115163147792706,"Blau","used"
"(reserviert) Woom 2 Kinderfahrrad","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,29.06.2024, 20:49 Uhr","€ 300","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-2004643120/",636,300,1220,"1220 Wien",2,"Rot","2024-06-29 20:49:00",1719694140,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.7037824746562,0.122950819672131,"Rot","used"
"WOOM 3 LILA / PURPLE HAZE inkl. Seitenständer und Gepäckträger","1140 Wien, 14. Bezirk, Penzing","Zuletzt geändert:,26.06.2024, 14:22 Uhr","€ 320","Privatperson","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Wir verkaufen unser 2021 erworbenes Woom 3 lila / purple haze inkl Seitenständer und Gepäckträger (ohne Schaltung).","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-purple-haze-inkl-seitenstaender-und-gepaecktraeger-1081862908/",643,320,1140,"1140 Wien",3,"Violett","2024-06-26 14:22:00",1719411720,0,"used",0,0,1140,48.2047495391897,16.2637909521759,59,75,17,0,5.76832099579377,0.115163147792706,"Violett","used"
"Kinderfahrrad woom 3","3252 Dürnbach","Zuletzt geändert:,25.06.2024, 08:08 Uhr","€ 330","","Kettenschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom Bike gekauft Sommer 2022, wenig gefahren, Gebrauchsspuren am hinteren Sattel, siehe Foto","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1725583375/",644,330,3252,"3252 Dürnbach",3,"Rot","2024-06-25 08:08:00",1719302880,0,"used",0,1,3252,48.1405282450872,15.1634463059032,0,3,15,0,5.79909265446053,2.85714285714286,"Rot","used"
"Woom 3, grün","3400 Kierling","Zuletzt geändert:,23.06.2024, 17:54 Uhr","€ 290","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-2145075288/",652,290,3400,"3400 Kierling",3,"Grün","2024-06-23 17:54:00",1719165240,0,"used",0,1,3400,48.295823802606,16.3254259436581,36,94,18,1,5.66988092298052,0.14218009478673,"Grün","used"
"Woom 2","8842 Althofen","Zuletzt geändert:,25.06.2024, 06:30 Uhr","€ 300","Privatperson","Violett,Gebraucht,Selbstabholung","Gebrauchtes Woom2 mit minimalen gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1317046071/",655,300,8842,"8842 Althofen",2,"Violett","2024-06-25 06:30:00",1719297000,0,"used",0,0,8842,47.1419343678578,14.2800245420861,1,0,13,0,5.7037824746562,3.1578947368421,"Violett","used"
"Woom 3 Kinderfahrrad Blau Neuwertig!","6444 Huben","Zuletzt geändert:,06.07.2024, 09:27 Uhr","€ 280","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufe","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-blau-neuwertig-1670758549/",668,280,6444,"6444 Huben",3,"Blau","2024-07-06 09:27:00",1720258020,1,"used",0,0,6444,47.0404637,10.9740354,0,2,6,0,5.63478960316925,6,"Blau","used"
"WOOM Laufrad 1+","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,23.06.2024, 13:56 Uhr","€ 220","Privatperson","Rot,Neuwertig,Selbstabholung","Beschreibung bei Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-laufrad-1-1332784844/",669,220,1150,"1150 Wien",1,"Rot","2024-06-23 13:56:00",1719150960,0,"as good as new",0,0,1150,48.1947304374963,16.3272146894668,90,41,19,0,5.39362754635236,0.093603744149766,"Rot","as good as new"
"Woom 3","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,23.06.2024, 14:30 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung","Verkaufe Woom 3 in blau. Sehr guter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1789362199/",671,330,1230,"1230 Wien",3,"Blau","2024-06-23 14:30:00",1719153000,0,"used",0,0,1230,48.1393523,16.3048854,43,79,19,0,5.79909265446053,0.137931034482759,"Blau","used"
"WOOM 4 ROT Fahrrad","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,23.06.2024, 08:52 Uhr","€ 469","Privatperson","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-fahrrad-870912945/",685,469,1100,"1100 Wien",4,"Rot","2024-06-23 08:52:00",1719132720,0,"used",0,0,1100,48.1760137,16.3687822,85,42,18,1,6.15060276844628,0.0980392156862745,"Rot","used"
"Woom 3 grün inkl. Klingel Ständer und Fahrradschloss","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,23.06.2024, 09:13 Uhr","€ 370","Privatperson","Grün,Gebraucht,Selbstabholung","Zum Verkauf steht ein Woom 3 in grün ohne Schaltung. Es weist übliche Gebrauchsspuren auf.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-inkl-klingel-staender-und-fahrradschloss-1993552100/",695,370,1230,"1230 Wien",3,"Grün","2024-06-23 09:13:00",1719133980,0,"used",0,0,1230,48.1393523,16.3048854,43,79,19,0,5.91350300563827,0.137931034482759,"Grün","used"
"Woom Fahrrad Größe 4","8075 Hart bei Graz","Zuletzt geändert:,22.06.2024, 20:10 Uhr","€ 410","Privatperson","20 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-groesse-4-2024767724/",698,410,8075,"8075 Hart bei Graz",4,"Grün","2024-06-22 20:10:00",1719087000,0,"used",0,0,8075,47.0471643701639,15.5235483315333,14,9,9,0,6.01615715969835,0.54054054054054,"Grün","used"
"Kinder Fahrrad woom 5 24 Zoll black top Kinder Fahrrad","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,22.06.2024, 16:50 Uhr","€ 500","Privatperson","Kettenschaltung,Trommelbremse,37 cm,26 Zoll,Mehrfarbig,Neuwertig,Selbstabholung, Versand","Top Kinder Fahrrad woom 5 24 black","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinder-fahrrad-woom-5-24-zoll-black-top-kinder-fahrrad-1444507472/",703,500,1210,"1210 Wien",5,"Andere","2024-06-22 16:50:00",1719075000,0,"as good as new",1,0,1210,48.2678639,16.3845716,58,55,18,0,6.21460809842219,0.126050420168067,"Andere","as good as new"
"Top Kinder Fahrrad woom 3 16 zoll blau blau","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,22.06.2024, 16:55 Uhr","€ 339","Privatperson","Kettenschaltung,bis 35 cm,26 Zoll,Blau,Neuwertig,Selbstabholung, Versand","Top Kinder Fahrrad woom 3 16 zoll blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/top-kinder-fahrrad-woom-3-16-zoll-blau-blau-1236917830/",704,339,1210,"1210 Wien",3,"Blau","2024-06-22 16:55:00",1719075300,0,"as good as new",1,0,1210,48.2678639,16.3845716,58,55,18,1,5.82600010738045,0.126050420168067,"Blau","as good as new"
"Woom 3 neuwertig","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,22.06.2024, 16:16 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung, Versand","Verkaufe hier eine Woom 3.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neuwertig-782314265/",705,330,1220,"1220 Wien",3,"Rot","2024-06-22 16:16:00",1719072960,0,"as good as new",1,0,1220,48.2152329,16.4840611,60,55,18,0,5.79909265446053,0.122950819672131,"Rot","as good as new"
"Woom Fahrrad Gr. 3","3300 Amstetten","Zuletzt geändert:,26.06.2024, 21:23 Uhr","€ 370","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-gr-3-1583446233/",711,370,3300,"3300 Amstetten",3,"Violett","2024-06-26 21:23:00",1719436980,0,"used",0,0,3300,48.1097856292343,14.8603687728276,0,2,15,0,5.91350300563827,3.1578947368421,"Violett","used"
"Woom 2","8451 Heimschuh","Zuletzt geändert:,22.06.2024, 14:23 Uhr","€ 290","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 2 normale Gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1774973996/",713,290,8451,"8451 Heimschuh",2,"Blau","2024-06-22 14:23:00",1719066180,0,"used",0,0,8451,46.7576463053785,15.5042856840099,0,2,26,1,5.66988092298052,2,"Blau","used"
"Woom 3 Kinderfahrrad lila purple haze","6306 Söll","Zuletzt geändert:,22.06.2024, 06:38 Uhr","€ 350","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-lila-purple-haze-1237897467/",722,350,6306,"6306 Söll",3,"Violett","2024-06-22 06:38:00",1719038280,0,"used",0,0,6306,47.5045103447933,12.1983551292768,2,6,7,0,5.85793315448346,1.93548387096774,"Violett","used"
