"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameProductsRadius0To10_i","AnzahlSameProductsRadius10To30_i","AnzahlSameProductsRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 3 Kinderfahrrad Erstbesitz!","3512 Mautern an der Donau","Zuletzt geändert:,30.06.2024, 06:22 Uhr","€ 380","Privatperson","Violett,Gebraucht,Selbstabholung","Verkaufen woom 3 Fahrrad, in sehr guten Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-erstbesitz-1508358371/",1097,380,3512,"3512 Mautern an der Donau",3,"Violett","2024-06-30 06:22:00",1719728520,0,"used",0,0,3512,48.343733,15.4879651,0,6,24,0,5.94017125272043,1.66666666666667,"Violett","used"
"Kinderfahrrad Woom 3","6500 Landeck","Zuletzt geändert:,08.06.2024, 16:41 Uhr","€ 350","Privatperson","Grün,Gebraucht,Selbstabholung, Versand","Verkaufen Kinderfahrrad Woom 3 in grün (16 Zoll). Gut erhalten, normale Gebrauchsspuren vorhanden. Inklusive Ständer und orginal Woom-Klingel. Neupreis 449€!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1013880397/",1102,350,6500,"6500 Landeck",3,"Grün","2024-06-08 16:41:00",1717864860,0,"used",1,0,6500,47.1401212552981,10.5656003787796,0,0,6,0,5.85793315448346,10,"Grün","used"
"Woom 3 blau","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,08.06.2024, 12:29 Uhr","€ 390","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-2055998365/",1111,390,1020,"1020 Wien",3,"Blau","2024-06-08 12:29:00",1717849740,0,"used",0,0,1020,48.20642055,16.4327785094205,78,45,18,1,5.96614673912369,0.104166666666667,"Blau","used"
"Woom 3","6800 Feldkirch","Zuletzt geändert:,06.06.2024, 19:48 Uhr","€ 350","Privatperson","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe ein Woom 3.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2129787122/",1136,350,6800,"6800 Feldkirch",3,"Violett","2024-06-06 19:48:00",1717703280,0,"used",0,0,6800,47.240397,9.60289807859787,0,2,0,0,5.85793315448346,15,"Violett","used"
"Woom 2 rot","8302 Nestelbach bei Graz","Zuletzt geändert:,12.06.2024, 06:55 Uhr","€ 345","Privatperson","Felgenbremse,Rot,Neuwertig,Selbstabholung","Unser kleines Woom Rad ist in eunem sehr guten Zustand. Erstbesitz.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-rot-996647226/",1141,345,8302,"8302 Nestelbach bei Graz",2,"Rot","2024-06-12 06:55:00",1718175300,0,"as good as new",0,0,8302,47.0562907311614,15.5920937721461,4,19,6,0,5.84354441703136,0.88235294117647,"Rot","as good as new"
"Woom Rad 2 Erstbesitz","1180 Wien, 18. Bezirk, Währing","Zuletzt geändert:,06.06.2024, 15:39 Uhr","€ 390","Privatperson","Rot,Neuwertig,Selbstabholung","Rad ist einem sehr guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-rad-2-erstbesitz-1573605074/",1142,390,1180,"1180 Wien",2,"Rot","2024-06-06 15:39:00",1717688340,0,"as good as new",0,0,1180,48.2308501342523,16.3262057036828,75,57,18,1,5.96614673912369,0.103092783505155,"Rot","as good as new"
"Woom 2, Erstbesitz frisch vom Service!","6167 Neustift im Stubaital","Zuletzt geändert:,06.06.2024, 14:33 Uhr","€ 320","Privatperson","Kettenschaltung,Rot,Gebraucht,Selbstabholung, Versand","Verkaufe unser Woom 2, da es leider zu klein geworden ist. Guter gebrauchter Zustand, frisch vom Service. Abzuholen in Neustift.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-erstbesitz-frisch-vom-service-1648221255/",1146,320,6167,"6167 Neustift im Stubaital",2,"Rot","2024-06-06 14:33:00",1717684380,0,"used",1,0,6167,47.107903110862,11.3043222546805,0,5,8,0,5.76832099579377,3.33333333333333,"Rot","used"
"woom 4","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,06.06.2024, 11:47 Uhr","€ 390","Privatperson","Kettenschaltung,Felgenbremse,51 cm,20 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1718189113/",1149,390,1100,"1100 Wien",4,"Rot","2024-06-06 11:47:00",1717674420,0,"as good as new",0,0,1100,48.1760137,16.3687822,85,42,18,1,5.96614673912369,0.0980392156862745,"Rot","as good as new"
"WOOM KInderrad 3","3161 Kropfsdorf","Zuletzt geändert:,24.06.2024, 20:38 Uhr","€ 375","Privatperson","bis 16 Zoll,Violett,Neuwertig,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderrad-3-1611202862/",1150,375,3161,"3161 Kropfsdorf",3,"Violett","2024-06-24 20:38:00",1719261480,0,"as good as new",1,0,3161,48.049615869837,15.6517924764607,0,5,113,0,5.92692602597041,0.487804878048781,"Violett","as good as new"
"Woom 3 Bike","1200 Wien, 20. Bezirk, Brigittenau","Zuletzt geändert:,07.06.2024, 21:56 Uhr","€ 300","Privatperson","Blau,Gebraucht,Selbstabholung","Ich möchte mein Woom-Bike verkaufen. Es ist neuwertig und wird regelmäßig gewartet. Es ist kaum ein Jahr gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-bike-1139382893/",1157,300,1200,"1200 Wien",3,"Blau","2024-06-07 21:56:00",1717797360,0,"used",0,0,1200,48.23615775,16.3838734770906,90,41,16,0,5.7037824746562,0.0940438871473354,"Blau","used"
"Woom 3 in blau","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,05.06.2024, 22:39 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 3 inkl. fahrradständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-blau-1076078552/",1160,330,1130,"1130 Wien",3,"Blau","2024-06-05 22:39:00",1717627140,0,"used",0,0,1130,48.17303285,16.278363207384,55,79,15,0,5.79909265446053,0.119284294234592,"Blau","used"
"Woom 3 Kinderfahrrad","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,05.06.2024, 19:14 Uhr","€ 360","Privatperson","Felgenbremse,20 Zoll,Rot,Gebraucht,Selbstabholung","Woom 3 mit Seitenständer und Rückstrahler","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1558742883/",1162,360,1230,"1230 Wien",3,"Rot","2024-06-05 19:14:00",1717614840,0,"used",0,0,1230,48.1393523,16.3048854,43,79,19,0,5.88610403145016,0.137931034482759,"Rot","used"
"Woom 3 - Purple Haze","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,05.06.2024, 07:04 Uhr","€ 360","Privatperson","Tretlagerschaltung,Scheibenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 3 Kinderfahrrad in Lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-purple-haze-1102411700/",1176,360,1020,"1020 Wien",3,"Violett","2024-06-05 07:04:00",1717571040,0,"used",0,0,1020,48.20642055,16.4327785094205,78,45,18,0,5.88610403145016,0.104166666666667,"Violett","used"
"Woom 3 violett mit Seitenständer","3040 Neulengbach","Zuletzt geändert:,04.06.2024, 15:25 Uhr","€ 320","","Kettenschaltung,Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-violett-mit-seitenstaender-1381522959/",1183,320,3040,"3040 Neulengbach",3,"Violett","2024-06-04 15:25:00",1717514700,0,"used",0,1,3040,48.2215954,15.916041518027,4,21,124,0,5.76832099579377,0.315789473684211,"Violett","used"
"Woom 4 Fahrrad","2482 Münchendorf","Zuletzt geändert:,14.06.2024, 08:53 Uhr","€ 435","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-fahrrad-1906496135/",1186,435,2482,"2482 Münchendorf",4,"Rot","2024-06-14 08:53:00",1718355180,0,"used",0,0,2482,48.0311458247955,16.3887371928749,3,122,25,0,6.07534603108868,0.209059233449477,"Rot","used"
"(ident zu Woom 3) = Academy Grade 3 inkl. Decken und Felge","4132 Lembach im Mühlkreis","Zuletzt geändert:,30.06.2024, 08:53 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/-ident-zu-woom-3-academy-grade-3-inkl-decken-und-felge-1029823488/",1187,330,4132,"4132 Lembach im Mühlkreis",3,"Rot","2024-06-30 08:53:00",1719737580,0,"used",0,0,4132,48.4946439197522,13.8996348264699,1,2,13,0,5.79909265446053,2.60869565217391,"Rot","used"
"Woom Original 3 Kinderfahrrad","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,04.06.2024, 13:45 Uhr","€ 350","Privatperson","Blau,Gebraucht,Selbstabholung","Mit Ständer und Gepäckträger.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-kinderfahrrad-885737192/",1191,350,1220,"1220 Wien",3,"Blau","2024-06-04 13:45:00",1717508700,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.85793315448346,0.122950819672131,"Blau","used"
"Woom 3 Kinderfahrrad","9020 Klagenfurt","Zuletzt geändert:,04.06.2024, 06:35 Uhr","€ 330","Privatperson","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1668839675/",1196,330,9020,"9020 Klagenfurt",3,"Gelb","2024-06-04 06:35:00",1717482900,0,"used",0,0,9020,46.6230809192316,14.302588703974,4,3,6,0,5.79909265446053,1.66666666666667,"Gelb","used"
"Original Woom 4 Bike in Lila - Kinderfahrrad","6020 Innsbruck","Zuletzt geändert:,03.06.2024, 23:31 Uhr","€ 395","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/original-woom-4-bike-in-lila-kinderfahrrad-1804560396/",1199,395,6020,"6020 Innsbruck",4,"Violett","2024-06-03 23:31:00",1717457460,0,"used",1,0,6020,47.2709262368948,11.4066925646526,0,6,8,0,5.97888576490112,3,"Violett","used"
"Woom 3 blau","2824 Seebenstein","Zuletzt geändert:,04.06.2024, 20:38 Uhr","€ 310","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1984137022/",1206,310,2824,"2824 Seebenstein",3,"Blau","2024-06-04 20:38:00",1717533480,0,"used",1,0,2824,47.7012218897843,16.1490381721381,0,7,72,0,5.73657229747919,0.697674418604651,"Blau","used"
"Woom 3 grün","8151 Doblegg","Zuletzt geändert:,03.06.2024, 16:01 Uhr","€ 315","Privatperson","bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-1921270556/",1208,315,8151,"8151 Doblegg",3,"Grün","2024-06-03 16:01:00",1717430460,0,"used",1,0,8151,47.0345712333706,15.2984834229476,2,18,13,0,5.75257263882563,0.983606557377049,"Grün","used"
"Woom 3","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,03.06.2024, 11:40 Uhr","€ 385","Privatperson","Felgenbremse,40 cm,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Woom 3 in tollem, sonnigen Gelb, Fahrrad für ca 4-6 Jahre, Erstbesitz, schön erhalten, funktioniert einwandfrei, wartet auf neue Abenteuer, sehr gepflegt (immer im Fahrradraum oder der Wohnung abgestellt) inkl. Kettenschutz, Fahrradständer, Kotflügel hinten und vorne, Schnellspanner für Sitz, 2022 bei Woom bestellt, normale Gebrauchsspuren (siehe Fotos), eine passende Klingel gibt es auf Wunsch gratis dazu","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2038584857/",1215,385,1220,"1220 Wien",3,"Gelb","2024-06-03 11:40:00",1717414800,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.95324333428778,0.122950819672131,"Gelb","used"
"Woom 3 Fahrrad","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,03.06.2024, 09:07 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Grün,Neuwertig,Selbstabholung","Verkaufe Fahrrad, ist leider schon zu klein für mein Sohn.  Mit klingel","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-1895995720/",1221,350,1210,"1210 Wien",3,"Grün","2024-06-03 09:07:00",1717405620,0,"as good as new",0,0,1210,48.2678639,16.3845716,58,55,18,0,5.85793315448346,0.126050420168067,"Grün","as good as new"
"Kinderfahrrad mit 8 Gängen","6323 Bad Häring","Zuletzt geändert:,03.06.2024, 08:30 Uhr","€ 399","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Grün,Gebraucht,Selbstabholung","Ultraleichtes Kinderfahrrad (ähnlich wie die Woom Fahrräder), top Zustand und sehr gepflegt inkl. Zubehör Ständer,Flaschenhalter,Klingel, Reflektoren,...","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-mit-8-gaengen-868935705/",1222,399,6323,"6323 Bad Häring",8,"Grün","2024-06-03 08:30:00",1717403400,0,"used",0,0,6323,47.5084161342126,12.1200158045086,2,7,7,1,5.98896141688986,1.81818181818182,"Grün","used"
"Woom 3","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,03.07.2024, 09:28 Uhr","€ 250","","Violett,Gebraucht,Selbstabholung","Wir steigen auf das 4er woom um und verkaufen unser Woom 3 in violett.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1496540320/",1232,250,1100,"1100 Wien",3,"Violett","2024-07-03 09:28:00",1719998880,0,"used",0,1,1100,48.1760137,16.3687822,85,42,18,0,5.52146091786225,0.0980392156862745,"Violett","used"
"Woom 3 grün","3552 Stratzing","Zuletzt geändert:,30.06.2024, 08:44 Uhr","€ 320","Privatperson","Grün,Gebraucht,Selbstabholung","Verkaufe grünes Fahrrad der Marke Woom in gutem Zustand. Original Kotflügel und Ständer inklusive. Ein paar Kratzer sind vorne am Lack (siehe Foto) vorhanden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-1899629022/",1236,320,3552,"3552 Stratzing",3,"Grün","2024-06-30 08:44:00",1719737040,0,"used",0,0,3552,48.4634202205294,15.5762557713832,1,6,24,0,5.76832099579377,1.42857142857143,"Grün","used"
"Woom 3 - rot (16 Zoll)","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,26.06.2024, 08:17 Uhr","€ 270","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-16-zoll-1729105880/",1237,270,1130,"1130 Wien",3,"Rot","2024-06-26 08:17:00",1719389820,0,"used",0,0,1130,48.17303285,16.278363207384,55,79,15,0,5.59842195899838,0.119284294234592,"Rot","used"
"Woom 3 gelb","8010 Graz","Zuletzt geändert:,01.07.2024, 17:33 Uhr","€ 350","Privatperson","Gelb,Gebraucht,Selbstabholung","Das Fahrrad ist in einem sehr guten Zustand und funktioniert einwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-1407171789/",1244,350,8010,"8010 Graz",3,"Gelb","2024-07-01 17:33:00",1719855180,0,"used",0,0,8010,47.07213787521,15.4531645759067,8,9,10,0,5.85793315448346,0.789473684210526,"Gelb","used"
"woom 3","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,02.06.2024, 06:24 Uhr","€ 280","Privatperson","Rot,Gebraucht,Selbstabholung","gebrauchsspuren wie auf den bildern","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1921684719/",1253,280,1230,"1230 Wien",3,"Rot","2024-06-02 06:24:00",1717309440,0,"used",0,0,1230,48.1393523,16.3048854,43,79,19,0,5.63478960316925,0.137931034482759,"Rot","used"
"Woom 4","9161 Göltschach","Zuletzt geändert:,01.06.2024, 17:38 Uhr","€ 390","Privatperson","20 Zoll,Rot,Gebraucht,Selbstabholung","Woom 4 - gebraucht jedoch in gepflegtem Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1884759722/",1261,390,9161,"9161 Göltschach",4,"Rot","2024-06-01 17:38:00",1717263480,0,"used",0,0,9161,46.600357766162,14.2850050824391,5,4,3,1,5.96614673912369,1.46341463414634,"Rot","used"
"Woom 3","1110 Wien, 11. Bezirk, Simmering","Zuletzt geändert:,01.06.2024, 14:48 Uhr","€ 320","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Wegen Umstieg auf die nächste Größe, verkaufen wir unser rotes Woom 3.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1838961285/",1267,320,1110,"1110 Wien",3,"Rot","2024-06-01 14:48:00",1717253280,0,"used",0,0,1110,48.1696740010306,16.4252374069253,70,55,22,0,5.76832099579377,0.108695652173913,"Rot","used"
"Woom 4 VIOLETT (purple haze)","4040 Linz","Zuletzt geändert:,17.06.2024, 12:12 Uhr","€ 490","","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-violett-purple-haze-1893847287/",1271,490,4040,"4040 Linz",4,"Violett","2024-06-17 12:12:00",1718626320,0,"used",0,1,4040,48.3274726055503,14.2902050865627,2,6,12,1,6.19440539110467,1.66666666666667,"Violett","used"
"WOOM Kinderfahrrad No.4","1040 Wien, 04. Bezirk, Wieden","Zuletzt geändert:,01.06.2024, 12:26 Uhr","€ 395","Privatperson","Rot,Gebraucht,Selbstabholung","Ist in perfektem Zustand. Funktioniert wie als wäre es neu.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-no-4-1728892904/",1272,395,1040,"1040 Wien",4,"Rot","2024-06-01 12:26:00",1717244760,0,"used",0,0,1040,48.192659338033,16.3693627247063,109,23,18,0,5.97888576490112,0.0835654596100278,"Rot","used"
"Woom 3","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,20.06.2024, 22:33 Uhr","€ 350","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand","Verkaufen wegen Umstieg unser Woom 3 in lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-960159807/",1287,350,1220,"1220 Wien",3,"Violett","2024-06-20 22:33:00",1718922780,0,"used",1,0,1220,48.2152329,16.4840611,60,55,18,0,5.85793315448346,0.122950819672131,"Violett","used"
"WOOM 3 inkl. Ständer, Getränkehalter, Gepäcksträger und Kotflügel","4645 Grünau im Almtal","Zuletzt geändert:,26.06.2024, 10:51 Uhr","€ 380","Privatperson","Felgenbremse,bis 16 Zoll,Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-staender-getraenkehalter-gepaeckstraeger-und-kotfluegel-1419834788/",1289,380,4645,"4645 Grünau im Almtal",3,"Violett","2024-06-26 10:51:00",1719399060,0,"as good as new",0,0,4645,47.8336147479688,13.9538192898725,0,2,19,0,5.94017125272043,2.60869565217391,"Violett","as good as new"
"Kinderfahrrad Woom 4 - Violett","3100 St. Pölten","Zuletzt geändert:,31.05.2024, 10:22 Uhr","€ 490","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 4, es ist 2 Jahre alt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-violett-1170198699/",1290,490,3100,"3100 St. Pölten",4,"Violett","2024-05-31 10:22:00",1717150920,0,"used",0,0,3100,48.2041074,15.6221978760349,1,10,107,1,6.19440539110467,0.451127819548872,"Violett","used"
"Woom 3","7031 Krensdorf","Zuletzt geändert:,31.05.2024, 08:56 Uhr","€ 390","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Zum Verkauf steht ein woom 3 kinder Fahrrad in der Farbe blau im Gebrauchten aber sehr guten Zustand mit seitenständer in schwarz.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1880808710/",1293,390,7031,"7031 Krensdorf",3,"Blau","2024-05-31 08:56:00",1717145760,0,"used",1,0,7031,47.7851333,16.4156776620637,1,10,130,1,5.96614673912369,0.384615384615385,"Blau","used"
"Woom 2","8742 Amering","Zuletzt geändert:,31.05.2024, 05:25 Uhr","€ 330","Privatperson","Violett,Gebraucht,Selbstabholung","Nur eine Saison gefahren und neu gekauft","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1543038935/",1296,330,8742,"8742 Amering",2,"Violett","2024-05-31 05:25:00",1717133100,0,"used",0,0,8742,47.0640174419808,14.7045294533102,0,4,24,0,5.79909265446053,1.875,"Violett","used"
"woom 3","8344 Bad Gleichenberg","Zuletzt geändert:,30.05.2024, 20:22 Uhr","€ 280","Privatperson","Blau,Gebraucht,Selbstabholung","verkaufe woom 3 mit Ständer und Glocke!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2001072044/",1307,280,8344,"8344 Bad Gleichenberg",3,"Blau","2024-05-30 20:22:00",1717100520,0,"used",0,0,8344,46.8752799014362,15.9118781377771,0,3,25,0,5.63478960316925,1.93548387096774,"Blau","used"
"Woom 3 - Original - rot","1180 Wien, 18. Bezirk, Währing","Zuletzt geändert:,30.05.2024, 17:34 Uhr","€ 350","Privatperson","bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-original-rot-1768813154/",1309,350,1180,"1180 Wien",3,"Rot","2024-05-30 17:34:00",1717090440,0,"used",0,0,1180,48.2308501342523,16.3262057036828,75,57,18,0,5.85793315448346,0.103092783505155,"Rot","used"
"Woom 4 mit Zubehör aus Erstbesitz","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,08.06.2024, 19:48 Uhr","€ 410","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Woom 4 aus Erstbesitz in Lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-mit-zubehoer-aus-erstbesitz-1473853086/",1313,410,1150,"1150 Wien",4,"Violett","2024-06-08 19:48:00",1717876080,0,"used",0,0,1150,48.1947304374963,16.3272146894668,90,41,19,0,6.01615715969835,0.093603744149766,"Violett","used"
"Woom 3 blau","1190 Wien, 19. Bezirk, Döbling","Zuletzt geändert:,29.05.2024, 18:55 Uhr","€ 320","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Gern gefahrenes Woom 3 mit Getränkehalter sowie Fahrradständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1334399439/",1327,320,1190,"1190 Wien",3,"Blau","2024-05-29 18:55:00",1717008900,0,"used",0,0,1190,48.2496587401928,16.3356428310891,76,57,17,0,5.76832099579377,0.10221465076661,"Blau","used"
"Woom 3 - NEU","9800 Spittal an der Drau","Zuletzt geändert:,29.05.2024, 15:55 Uhr","€ 379","Unternehmen","bis 16 Zoll,Rot,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neu-1823840128/",1330,379,9800,"9800 Spittal an der Drau",3,"Rot","2024-05-29 15:55:00",1716998100,0,"good",1,1,9800,46.7986780631248,13.5009302417885,1,3,6,1,5.93753620508243,3.33333333333333,"Rot","good"
"Woom 3 - NEU","9800 Spittal an der Drau","Zuletzt geändert:,29.05.2024, 15:58 Uhr","€ 379","Unternehmen","bis 16 Zoll,Blau,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neu-1273556886/",1331,379,9800,"9800 Spittal an der Drau",3,"Blau","2024-05-29 15:58:00",1716998280,0,"good",1,1,9800,46.7986780631248,13.5009302417885,1,3,6,1,5.93753620508243,3.33333333333333,"Blau","good"
"Woom 3 mit Zubehör und Ständer","8962 Mitterberg","Zuletzt geändert:,29.05.2024, 09:25 Uhr","€ 370","Privatperson","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-zubehoer-und-staender-1932836441/",1333,370,8962,"8962 Mitterberg",3,"Violett","2024-05-29 09:25:00",1716974700,0,"as good as new",0,0,8962,47.440732708929,13.8984494871107,0,1,7,0,5.91350300563827,6.66666666666667,"Violett","as good as new"
"Woom 3 Kinderrad, Rot, mit Ständer, Kotflügel und Kettenschutz","1140 Wien, 14. Bezirk, Penzing","Zuletzt geändert:,29.05.2024, 07:34 Uhr","€ 375","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderrad-rot-mit-staender-kotfluegel-und-kettenschutz-1207369909/",1338,375,1140,"1140 Wien",3,"Rot","2024-05-29 07:34:00",1716968040,0,"used",0,0,1140,48.2047495391897,16.2637909521759,59,75,17,0,5.92692602597041,0.115163147792706,"Rot","used"
"Woom 3 Original","4048 Puchenau","Zuletzt geändert:,28.05.2024, 13:08 Uhr","€ 350","Privatperson","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-original-1183109389/",1350,350,4048,"4048 Puchenau",3,"Gelb","2024-05-28 13:08:00",1716901680,0,"used",0,0,4048,48.3134373214726,14.2481242414494,3,6,14,0,5.85793315448346,1.36363636363636,"Gelb","used"
"Woom 4","1010 Wien, 01. Bezirk, Innere Stadt","Zuletzt geändert:,28.05.2024, 14:17 Uhr","€ 420","Privatperson","Grün,Gebraucht,Selbstabholung, Versand","Im guten gebrauchten Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-907605646/",1351,420,1010,"1010 Wien",4,"Grün","2024-05-28 14:17:00",1716905820,0,"used",1,0,1010,48.205032,16.3600772,109,25,17,0,6.04025471127741,0.0832177531206657,"Grün","used"
"Woom 4","2232 Deutsch-Wagram","Zuletzt geändert:,28.05.2024, 14:26 Uhr","€ 420","Privatperson","Grün,Gebraucht,Selbstabholung","Woom 4","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-2125639071/",1352,420,2232,"2232 Deutsch-Wagram",4,"Grün","2024-05-28 14:26:00",1716906360,0,"used",0,0,2232,48.3002036039837,16.568622854068,1,122,23,0,6.04025471127741,0.21978021978022,"Grün","used"
