"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i"
"Kinderfahrrad 16zoll","8951 Unterburg","Zuletzt geändert:,30.06.2024, 22:34 Uhr","€ 180","Privatperson","Felgenbremse,Grün,Gebraucht,Selbstabholung, Versand","Verkaufe sehr gut erhaltenes Kinderfahrrad 16Zoll der Marke Stuf Light. Kommt aus dem gleichen Werk wie woom (so wurde es mir beim Kauf im Sportgeschäft gesagt) Perfekt für Kinder ab 3 Jahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-16zoll-982572627/",1363,180,"8951","8951 Unterburg",NA,"Grün",2024-06-30 22:34:00,1719786840,0,"used",1,0
"Woom Fahhrad 4 grün","","Zuletzt geändert:,28.05.2024, 08:23 Uhr","€ 420","","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahhrad-4-gruen-1237022015/",1364,420,NA,"","4","Grün",2024-05-28 08:23:00,1716884580,0,"used",0,1
"Fahrrad Nachläufer","Murau, Steiermark","Zuletzt geändert:,27.05.2024, 19:19 Uhr","€ 249","","Kettenschaltung,bis 35 cm,20 Zoll,Orange,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-nachlaeufer-1073626331/",1365,249,NA,"Murau",NA,"Orange",2024-05-27 19:19:00,1716837540,0,"used",1,1
"Kokua LiketoBike 20 Kinder Fahrrad in sehr gutem Zustand, 7 Gänge - ähnliche Qualität wie bei Woom","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,27.05.2024, 20:39 Uhr","€ 190","Privatperson","Weiß,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kokua-liketobike-20-kinder-fahrrad-in-sehr-gutem-zustand-7-gaenge-aehnliche-qualitaet-wie-bei-woom-1597591269/",1366,190,"1120","1120 Wien","7","Andere",2024-05-27 20:39:00,1716842340,0,"used",0,0
"Kinderfahrrad WOOM 3 blau","Sankt Johann im Pongau, Salzburg","Zuletzt geändert:,30.05.2024, 10:57 Uhr","€ 380","","Blau,Gebraucht,Selbstabholung","Von einem Kind gefahren. TOP Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-blau-1368569890/",1367,380,NA,"Sankt Johann im Pongau","3","Blau",2024-05-30 10:57:00,1717066620,0,"used",0,1
"Woom 3 mit SRAM Automatix","Neusiedl am See, Burgenland","Zuletzt geändert:,19.06.2024, 09:03 Uhr","€ 320","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-sram-automatix-2043158348/",1368,320,NA,"Neusiedl am See","3","Rot",2024-06-19 09:03:00,1718787780,0,"used",1,1
"Woom 2 grün","","Zuletzt geändert:,27.05.2024, 18:20 Uhr","€ 350","","Grün,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 2, unser Sohn hat es geliebt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-gruen-1760764564/",1369,350,NA,"","2","Grün",2024-05-27 18:20:00,1716834000,0,"used",0,1
"Pyro Bike 24 Zoll small","Steiermark","Zuletzt geändert:,05.06.2024, 08:47 Uhr","€ 400","","Grün,Neuwertig,Selbstabholung, Versand","Wir verkaufen das ultraleichte 24'' Zoll Pyro Bike (Twentyfour Small) unseres Kindes. Top Zustand, wie auf den Fotos zu sehen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/pyro-bike-24-zoll-small-1444820333/",1370,400,NA,"Steiermark",NA,"Grün",2024-06-05 08:47:00,1717577220,0,"as good as new",1,1
"Woom 3","3002 Purkersdorf","Zuletzt geändert:,29.06.2024, 13:48 Uhr","€ 307","Privatperson","Grün,Gebraucht,Selbstabholung, Versand","Verkaufe Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1485539730/",1371,307,"3002","3002 Purkersdorf","3","Grün",2024-06-29 13:48:00,1719668880,0,"used",1,0
"Woom 2 Kinderfahrrad grün","Gänserndorf, Niederösterreich","Zuletzt geändert:,27.05.2024, 14:03 Uhr","€ 300","","Grün,Gebraucht,Selbstabholung","Wir verkaufen ein Woom 2 Kinderfahrrad in grün mit Fahrradständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-gruen-1050187490/",1372,300,NA,"Gänserndorf","2","Grün",2024-05-27 14:03:00,1716818580,0,"used",0,1
"Woom 3 Neuwertig","Sankt Pölten, Niederösterreich","Zuletzt geändert:,27.05.2024, 12:38 Uhr","€ 380","","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","Farbe: Rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neuwertig-981133833/",1373,380,NA,"Sankt Pölten","3","Rot",2024-05-27 12:38:00,1716813480,0,"as good as new",0,1
"Woom 5","Sankt Pölten, Niederösterreich","Zuletzt geändert:,27.05.2024, 12:50 Uhr","€ 439","","Kettenschaltung,Felgenbremse,24 Zoll,Rot,Gebraucht,Selbstabholung, Versand","Gänge: 8","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1322891972/",1374,439,NA,"Sankt Pölten","5","Rot",2024-05-27 12:50:00,1716814200,0,"used",1,1
"Woom 4 gelb","Braunau am Inn, Oberösterreich","Zuletzt geändert:,27.05.2024, 13:05 Uhr","€ 430","","Kettenschaltung,Felgenbremse,47 cm,20 Zoll,Gelb,Neuwertig,Selbstabholung, Versand","verkaufe wunderschönes woom 4 in gelb mit klingel, getränke halter, vorder und rück licht und ständer um 450.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gelb-1019636121/",1375,430,NA,"Braunau am Inn","4","Gelb",2024-05-27 13:05:00,1716815100,0,"as good as new",1,1
"Woom 3 lila top Zustand mit Zubehör","4891 Forstern","Zuletzt geändert:,04.07.2024, 11:15 Uhr","€ 325","Privatperson","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-top-zustand-mit-zubehoer-885992551/",1376,325,"4891","4891 Forstern","3","Violett",2024-07-04 11:15:00,1720091700,0,"as good as new",0,0
"WOOM 3","Güssing, Burgenland","Zuletzt geändert:,27.05.2024, 10:42 Uhr","€ 350","","Felgenbremse,18 Zoll,Grün,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1619311117/",1377,350,NA,"Güssing","3","Grün",2024-05-27 10:42:00,1716806520,0,"as good as new",0,1
"Woom3 Fahrrad in grün","","Zuletzt geändert:,27.05.2024, 12:24 Uhr","€ 320","","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","Gebraucht aber in guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom3-fahrrad-in-gruen-810209588/",1378,320,NA,"",NA,"Grün",2024-05-27 12:24:00,1716812640,0,"used",1,1
"Woom 2","Sankt Pölten, Niederösterreich","Zuletzt geändert:,27.05.2024, 12:32 Uhr","€ 327","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","14 Zoll","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1190854785/",1379,327,NA,"Sankt Pölten","2","Blau",2024-05-27 12:32:00,1716813120,0,"used",0,1
"Kinderfahrrad Woom 3","Amstetten, Niederösterreich","Zuletzt geändert:,02.06.2024, 20:44 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Verkaufe Woom 3 in gebrauchten Zustand mit Fahrradständer und Glocke","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-909423088/",1380,350,NA,"Amstetten","3","Gelb",2024-06-02 20:44:00,1717361040,0,"used",0,1
"Woom 3","","Zuletzt geändert:,27.05.2024, 08:52 Uhr","€ 350","","Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2007868452/",1381,350,NA,"","3","Blau",2024-05-27 08:52:00,1716799920,0,"used",0,1
"Specialized Hotrock Kinderfahrrad 16 Zoll Fixpreis","Linz Land, Oberösterreich","Zuletzt geändert:,06.07.2024, 13:37 Uhr","€ 65","","20 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe tolles Kinderfahrrad der High End Marke Specialized Typ Hotrock","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/specialized-hotrock-kinderfahrrad-16-zoll-fixpreis-2099129444/",1382,65,NA,"Linz Land",NA,"Violett",2024-07-06 13:37:00,1720273020,1,"used",0,1
"Cooles Kinderrad 20""","","Zuletzt geändert:,01.07.2024, 21:31 Uhr","€ 180","","Kettenschaltung,Felgenbremse,20 Zoll,Blau,Gebraucht,Selbstabholung","Cygnus 20"" mit stärkeren - breiteren Reifen, ähnlich wie woom 4 bzw.Woom OFF 4","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/cooles-kinderrad-20-909859243/",1383,180,NA,"",NA,"Blau",2024-07-01 21:31:00,1719869460,0,"used",0,1
"WOOM 3","Spittal an der Drau, Kärnten","Zuletzt geändert:,09.06.2024, 09:42 Uhr","€ 330","","Felgenbremse,Violett,Gebraucht,Selbstabholung, Versand","Verkaufe ein Woom 3 in Violett. Allgemein guter Zustand mit ein paar leichten Gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1741745430/",1384,330,NA,"Spittal an der Drau","3","Violett",2024-06-09 09:42:00,1717926120,0,"used",1,1
"Woom 3","3314 Strengberg","Zuletzt geändert:,27.05.2024, 08:14 Uhr","€ 390","Privatperson","bis 16 Zoll,Gelb,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1475741528/",1385,390,"3314","3314 Strengberg","3","Gelb",2024-05-27 08:14:00,1716797640,0,"as good as new",0,0
"Woom 6","5225 Jeging","Zuletzt geändert:,27.05.2024, 07:24 Uhr","€ 480","Privatperson","26 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-1085426754/",1386,480,"5225","5225 Jeging","6","Grün",2024-05-27 07:24:00,1716794640,0,"used",0,0
"Woom 3","Graz-Umgebung, Steiermark","Zuletzt geändert:,27.05.2024, 07:26 Uhr","€ 350","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1932243349/",1387,350,NA,"Graz-Umgebung","3","Blau",2024-05-27 07:26:00,1716794760,0,"used",0,1
"Kinderrad, Pucky LS-pro18, leichter als Woom, Early Rider, Scott","Deutschland","Zuletzt geändert:,27.05.2024, 07:36 Uhr","€ 250","","18 Zoll,Mehrfarbig,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderrad-pucky-ls-pro18-leichter-als-woom-early-rider-scott-1706460220/",1388,250,NA,"Deutschland",NA,"Andere",2024-05-27 07:36:00,1716795360,0,"used",0,1
"Woom 3 Blau","Zwettl, Niederösterreich","Zuletzt geändert:,26.05.2024, 21:09 Uhr","€ 320","","Blau,Gebraucht,Selbstabholung","Verkaufen ein Woom 3 in der Farbe Blau, bei Bedarf gibt es auch noch eine Tandemstange separat zu kaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1785554129/",1389,320,NA,"Zwettl","3","Blau",2024-05-26 21:09:00,1716757740,0,"used",0,1
"Woom 3","","Zuletzt geändert:,27.05.2024, 06:00 Uhr","€ 290","","bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","Gebrauchsspuren vorhanden .","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1466912553/",1390,290,NA,"","3","Grün",2024-05-27 06:00:00,1716789600,0,"used",1,1
"Woom 3","Neusiedl am See, Burgenland","Zuletzt geändert:,27.05.2024, 06:21 Uhr","€ 319","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Wir verkaufen unser woom 3 – Farbe rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1522697736/",1391,319,NA,"Neusiedl am See","3","Rot",2024-05-27 06:21:00,1716790860,0,"used",0,1
"Woom 3 in Rot","1090 Wien, 09. Bezirk, Alsergrund","Zuletzt geändert:,16.06.2024, 21:23 Uhr","€ 330","Privatperson","Rot,Gebraucht,Selbstabholung","Original Woom 3 in Rot zu verkaufen. Hat nur wenige Gebrauchspuren und funktioniert vollkommen eindwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-rot-1069828471/",1392,330,"1090","1090 Wien","3","Rot",2024-06-16 21:23:00,1718572980,0,"used",0,0
"Woom 6 lila 26 Zoll, 8 Gänge","Schwaz, Tirol","Zuletzt geändert:,26.05.2024, 19:29 Uhr","€ 500","","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-lila-26-zoll-8-gaenge-1840766121/",1393,500,NA,"Schwaz","6","Violett",2024-05-26 19:29:00,1716751740,0,"used",0,1
"Woom 3 rot","","Zuletzt geändert:,27.05.2024, 19:02 Uhr","€ 365","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom 3 mit leichten Gebrauchsspuren an Handgriffen inkl Ständer und einer Glocke .","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-1933891859/",1394,365,NA,"","3","Rot",2024-05-27 19:02:00,1716836520,0,"used",0,1
"Woom 3","Krems Land, Niederösterreich","Zuletzt geändert:,10.06.2024, 21:53 Uhr","€ 320","","Gelb,Gebraucht,Selbstabholung","Sehr guter Zustand, wurde kaum benutzt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1023100072/",1395,320,NA,"Krems Land","3","Gelb",2024-06-10 21:53:00,1718056380,0,"used",0,1
"Woom 4 Kinderfahrrad","Gmunden, Oberösterreich","Zuletzt geändert:,05.07.2024, 11:46 Uhr","€ 380","","Kettenschaltung,Felgenbremse,20 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-2069134532/",1396,380,NA,"Gmunden","4","Blau",2024-07-05 11:46:00,1720179960,1,"used",0,1
"Woom 3 mit Ständer in Lila","","Zuletzt geändert:,24.06.2024, 14:11 Uhr","€ 310","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Woom 3 Fahrrad violett","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-staender-in-lila-1766140494/",1397,310,NA,"","3","Violett",2024-06-24 14:11:00,1719238260,0,"used",0,1
"Woom 3 Kinderfahrrad","Niederösterreich","Zuletzt geändert:,26.05.2024, 17:23 Uhr","€ 350","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Woom 3 Bike","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1186142448/",1398,350,NA,"Niederösterreich","3","Violett",2024-05-26 17:23:00,1716744180,0,"used",0,1
"WOOM Fahrrad rot Größe 5","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,29.05.2024, 22:01 Uhr","€ 550","","49 cm,24 Zoll,Rot,Gebraucht,Selbstabholung, Versand","Super leicht, keine Gebrauchsspuren, ohne Tacho und Licht","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-rot-groesse-5-2037041979/",1399,550,NA,"Salzburg-Umgebung","5","Rot",2024-05-29 22:01:00,1717020060,0,"used",1,1
"WOOM Fahrrad 4 lila","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,21.06.2024, 07:54 Uhr","€ 450","","20 Zoll,Violett,Gebraucht,Selbstabholung","Top Zustand, super leicht, ohne Tacho und Licht","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-4-lila-2061719298/",1400,450,NA,"Salzburg-Umgebung","4","Violett",2024-06-21 07:54:00,1718956440,0,"used",0,1
"Fahrrad Woom","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,26.05.2024, 16:47 Uhr","€ 350","Privatperson","Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-woom-1219725318/",1401,350,"1100","1100 Wien",NA,"Grün",2024-05-26 16:47:00,1716742020,0,"as good as new",0,0
"Woom 3, sehr gut erhalten","Salzburg","Zuletzt geändert:,26.05.2024, 17:05 Uhr","€ 350","","bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Verkaufe das grüne Woom 3, 16 Zoll, in einem sehr guten Zustand und mit Schutzblech, Gepäckträger und Seiteständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-sehr-gut-erhalten-2094565921/",1402,350,NA,"Salzburg","3","Grün",2024-05-26 17:05:00,1716743100,0,"used",0,1
"Kinderfahrrad Woom original 2","Tirol","Zuletzt geändert:,06.07.2024, 00:27 Uhr","€ 290","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Verkaufen unser gut erhaltenes Woom original 2 Kinderfahrrad in grün, 14 Zoll.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-original-2-1942725042/",1403,290,NA,"Tirol","2","Grün",2024-07-06 00:27:00,1720225620,1,"used",0,1
"Woom 3 Kinderfahrrad","Oberösterreich","Zuletzt geändert:,26.05.2024, 17:08 Uhr","€ 320","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Gut erhaltenes Woom 3 Fahrrad inkl. Seitenständer, Gepäckträger, neue Griffe und neuer Hinterreifen. Wurde gerne gefahren und hat normale Gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1272176283/",1404,320,NA,"Oberösterreich","3","Grün",2024-05-26 17:08:00,1716743280,0,"used",0,1
"Woom Rad 3","6108 Scharnitz","Zuletzt geändert:,26.05.2024, 15:22 Uhr","€ 330","Privatperson","Rot,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 3 mit leichten Gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-rad-3-1228207256/",1405,330,"6108","6108 Scharnitz","3","Rot",2024-05-26 15:22:00,1716736920,0,"used",0,0
"Cygnus 24"" Kinderrad","Melk, Niederösterreich","Zuletzt geändert:,26.05.2024, 15:53 Uhr","€ 300","","Kettenschaltung,Felgenbremse,bis 35 cm,24 Zoll,Rosa,Gebraucht,Selbstabholung","Verkauft wird ein gebrauchtes Cygnus Super light 24“ Kinderfahrrad! (Woom ähnlich)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/cygnus-24-kinderrad-2088035649/",1406,300,NA,"Melk",NA,"Andere",2024-05-26 15:53:00,1716738780,0,"used",0,1
