"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i"
"Woom Kinderfahrrad 4 in sonnengelb mit Gang-Schaltung","","Zuletzt geändert:,20.06.2024, 10:00 Uhr","€ 399","","Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-4-in-sonnengelb-mit-gang-schaltung-1575162814/",759,399,NA,"","4","Gelb",2024-06-20 10:00:00,1718877600,0,"used",0,1
"Fahrrad Eightshot X-coady 20 Zoll Neuwertig","Salzburg Stadt, Salzburg","Zuletzt geändert:,20.06.2024, 09:18 Uhr","€ 210","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Mehrfarbig,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-eightshot-x-coady-20-zoll-neuwertig-2067268873/",760,210,NA,"Salzburg Stadt",NA,"Andere",2024-06-20 09:18:00,1718875080,0,"as good as new",0,1
"Woom 3 blau","Innsbruck-Land, Tirol","Zuletzt geändert:,20.06.2024, 09:27 Uhr","€ 325","","Felgenbremse,Blau,Gebraucht,Selbstabholung","incl. Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1844191567/",761,325,NA,"Innsbruck-Land","3","Blau",2024-06-20 09:27:00,1718875620,0,"used",0,1
"Wie neu! Woom 6 ice blue/ carbon schwarz 26Zoll - wurde nur 1x gefahren","2102 Bisamberg","Zuletzt geändert:,05.07.2024, 09:04 Uhr","€ 599","Privatperson","Kettenschaltung,Scheibenbremse,50 cm,26 Zoll,Blau,Neu,Selbstabholung, Versand","Leider hat meine Tochter nur 1x eine Runde damit gemacht. Es ist mit Ständer, hat eine Lichtautomatik (Licht geht automatisch beim Fahren an), weiters gibt es noch einen Gepäckkorb für vorne, der noch originalverpackt ist.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/wie-neu-woom-6-ice-blue-carbon-schwarz-26zoll-wurde-nur-1x-gefahren-2104009490/",762,599,"2102","2102 Bisamberg","6","Blau",2024-07-05 09:04:00,1720170240,1,"good",1,0
"Woom 3","Mattersburg, Burgenland","Zuletzt geändert:,20.06.2024, 08:39 Uhr","€ 320","","Blau,Neuwertig,Selbstabholung, Versand","Bis auf die Abnutzungen bei den Griffen in einem sehr guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1038712678/",763,320,NA,"Mattersburg","3","Blau",2024-06-20 08:39:00,1718872740,0,"as good as new",1,1
"Woom 3","Sankt Johann im Pongau, Salzburg","Zuletzt geändert:,20.06.2024, 08:45 Uhr","€ 350","","Blau,Gebraucht,Selbstabholung","Verkaufen unser Woom 3 in blau.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1243834711/",764,350,NA,"Sankt Johann im Pongau","3","Blau",2024-06-20 08:45:00,1718873100,0,"used",0,1
"Woom 4 - blau","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.07.2024, 17:11 Uhr","€ 399","","Kettenschaltung,Felgenbremse,20 Zoll,Blau,Gebraucht,Selbstabholung","Inklusive folgendem Zubehör","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-777157600/",765,399,NA,"Bruck an der Leitha","4","Blau",2024-07-04 17:11:00,1720113060,0,"used",0,1
"Woom 3 rot","Sankt Pölten Land, Niederösterreich","Zuletzt geändert:,20.06.2024, 06:10 Uhr","€ 320","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung, Versand","Verkaufe sehr gut erhaltenes Woom Fahrad 3 in rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-1580240392/",766,320,NA,"Sankt Pölten Land","3","Rot",2024-06-20 06:10:00,1718863800,0,"used",1,1
"Specialized 16 Zoll Kinderfahrrad NEU","Korneuburg, Niederösterreich","Zuletzt geändert:,20.06.2024, 07:12 Uhr","€ 285","","Orange,Neu,Selbstabholung","Zu Ostern bekommen 1x ausprobiert, meine Tochter kann damit nicht fahren, Geschäft tauscht es leider nicht mehr um","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/specialized-16-zoll-kinderfahrrad-neu-1674831435/",767,285,NA,"Korneuburg",NA,"Orange",2024-06-20 07:12:00,1718867520,0,"good",0,1
"Woom 4","Linz Land, Oberösterreich","Zuletzt geändert:,05.07.2024, 19:50 Uhr","€ 360","","Kettenschaltung,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-832274911/",768,360,NA,"Linz Land","4","Blau",2024-07-05 19:50:00,1720209000,1,"used",0,1
"Fahrrad","Güssing, Burgenland","Zuletzt geändert:,06.07.2024, 18:02 Uhr","€ 95","","Felgenbremse,41 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Super-leichtes Kinderfahrrad (ähnlich Woom) mit Alu-Rahmen, perfekt zum Anfangen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-1889097203/",769,95,NA,"Güssing",NA,"Grün",2024-07-06 18:02:00,1720288920,1,"used",0,1
"Woom 4 Supra","Kärnten","Zuletzt geändert:,20.06.2024, 05:59 Uhr","€ 350","","Kettenschaltung,Felgenbremse,20 Zoll,Mehrfarbig,Gebraucht,Selbstabholung, Versand","Woom 4 Supra, das Vorgängermodell vom Woom 4 off zu verkaufen; gebraucht, deshalb Gebrauchsspuren vorhanden","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-supra-1229409933/",770,350,NA,"Kärnten","4","Andere",2024-06-20 05:59:00,1718863140,0,"used",1,1
"Woom 3 Kinderrad blau","Tirol","Zuletzt geändert:,04.07.2024, 21:58 Uhr","€ 280","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderrad-blau-1602133195/",771,280,NA,"Tirol","3","Blau",2024-07-04 21:58:00,1720130280,1,"used",0,1
"Woom 1 Plus Laufrad m. Trittbrett","Braunau am Inn, Oberösterreich","Zuletzt geändert:,19.06.2024, 21:36 Uhr","€ 190","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufe Laufrad Woom 1 Plus. Griffe sind etwas abgenützt, daher werden neue Griffe mitgegeben.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-plus-laufrad-m-trittbrett-1562072873/",772,190,NA,"Braunau am Inn","1","Blau",2024-06-19 21:36:00,1718832960,0,"used",0,1
"Woom Bike 4","Spittal an der Drau, Kärnten","Zuletzt geändert:,19.06.2024, 22:42 Uhr","€ 400","","Violett,Gebraucht,Selbstabholung","neuwertiges Woom Bike Gr. 4","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-4-1466371306/",773,400,NA,"Spittal an der Drau","4","Violett",2024-06-19 22:42:00,1718836920,0,"used",0,1
"Woom 3","Oberösterreich","Zuletzt geändert:,19.06.2024, 20:16 Uhr","€ 367","","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe Woom 3 Kinderfahrrad inkl. Klingel und Seitenständer.  Sehr guter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1102597750/",774,367,NA,"Oberösterreich","3","Rot",2024-06-19 20:16:00,1718828160,0,"used",0,1
"Woom 3 Fahrrad","Linz Land, Oberösterreich","Zuletzt geändert:,30.06.2024, 12:52 Uhr","€ 300","","Violett,Gebraucht,Selbstabholung","Violett. 2 Fahrräder. Gut erhalten. Normale Gebrauchsspuren. Mit Ständer. Einzeln oder gemeinsam. Je 300€.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-1635056533/",775,300,NA,"Linz Land","3","Violett",2024-06-30 12:52:00,1719751920,0,"used",0,1
"Woom 3 Kinder Fahrrad","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,06.07.2024, 21:11 Uhr","€ 320","","Gelb,Gebraucht,Selbstabholung","Neuwertiges Woom 3 Fahrrad abzugeben, wenig benutzt, inkl. Ständer und Klingel, Privatverkauf.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinder-fahrrad-836931059/",776,320,NA,"Salzburg-Umgebung","3","Gelb",2024-07-06 21:11:00,1720300260,1,"used",0,1
"WOOM 4, 20 Zoll","Niederösterreich","Zuletzt geändert:,24.06.2024, 22:01 Uhr","€ 390","","20 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-20-zoll-1531192229/",777,390,NA,"Niederösterreich","4","Violett",2024-06-24 22:01:00,1719266460,0,"used",0,1
"Woom 3","Oberösterreich","Zuletzt geändert:,19.06.2024, 17:26 Uhr","€ 325","","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-850469703/",778,325,NA,"Oberösterreich","3","Rot",2024-06-19 17:26:00,1718817960,0,"used",0,1
"Woom 4 20 Zoll","Hollabrunn, Niederösterreich","Zuletzt geändert:,19.06.2024, 18:11 Uhr","€ 360","","20 Zoll,Blau,Gebraucht,Selbstabholung","Gebraucht, keine Gewähr","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-20-zoll-1152330936/",779,360,NA,"Hollabrunn","4","Blau",2024-06-19 18:11:00,1718820660,0,"used",0,1
"(Verkauft) 2 Woom 4 Kinderfahrräder rot 20zoll für Zwillinge","Perg, Oberösterreich","Zuletzt geändert:,19.06.2024, 15:13 Uhr","€ 450","","Kettenschaltung,20 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe zwei Woom Kinderfahrrad in Gr. 4","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/-verkauft-2-woom-4-kinderfahrraeder-rot-20zoll-fuer-zwillinge-930526007/",780,450,NA,"Perg","2","Rot",2024-06-19 15:13:00,1718809980,0,"used",0,1
"Woom 3 Kinderfahrrad","Hollabrunn, Niederösterreich","Zuletzt geändert:,19.06.2024, 14:56 Uhr","€ 390","","Felgenbremse,Gelb,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1580995041/",781,390,NA,"Hollabrunn","3","Gelb",2024-06-19 14:56:00,1718808960,0,"as good as new",0,1
"Woom 3 purple haze + Original Zubehör","Mistelbach, Niederösterreich","Zuletzt geändert:,01.07.2024, 19:52 Uhr","€ 400","","Felgenbremse,Violett,Neuwertig,Selbstabholung, Versand","Verkaufe Woom3 purple haze in neuwertigen Zustand mit Original Woom Zubehör,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-purple-haze-original-zubehoer-882195957/",782,400,NA,"Mistelbach","3","Violett",2024-07-01 19:52:00,1719863520,0,"as good as new",1,1
"Woom 4","Vöcklabruck, Oberösterreich","Zuletzt geändert:,19.06.2024, 21:15 Uhr","€ 420","","Kettenschaltung,Felgenbremse,Violett,Gebraucht,Selbstabholung","Woom 4 wie abgebildet!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1949772484/",783,420,NA,"Vöcklabruck","4","Violett",2024-06-19 21:15:00,1718831700,0,"used",0,1
"Woom 1","Mattersburg, Burgenland","Zuletzt geändert:,19.06.2024, 13:25 Uhr","€ 180","","Rot,Gebraucht,Selbstabholung","Woom 1+ in rot zu verkaufen .","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-2022114977/",784,180,NA,"Mattersburg","1","Rot",2024-06-19 13:25:00,1718803500,0,"used",0,1
"Woom 3 (16 Zoll)","Bregenz, Vorarlberg","Zuletzt geändert:,19.06.2024, 14:18 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Gebrauchtes Woom 3 in lila, 16 Zoll, inklusive Schutzbleche und Ständer zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16-zoll-1108307615/",785,350,NA,"Bregenz","3","Violett",2024-06-19 14:18:00,1718806680,0,"used",0,1
"Woom 3","","Zuletzt geändert:,19.06.2024, 13:04 Uhr","€ 290","","Blau,Gebraucht,Selbstabholung","Unser Sohn hat nach einem Tag Radfahrer können!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-902686225/",786,290,NA,"","3","Blau",2024-06-19 13:04:00,1718802240,0,"used",0,1
"Woom Bike 6","6410 Telfs","Zuletzt geändert:,19.06.2024, 12:23 Uhr","€ 450","Privatperson","Kettenschaltung,Felgenbremse,26 Zoll,Violett,Gebraucht,Selbstabholung","* wurde nur sehr wenig gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-6-1111232563/",787,450,"6410","6410 Telfs","6","Violett",2024-06-19 12:23:00,1718799780,0,"used",0,0
"Kania 20 small","Landeck, Tirol","Zuletzt geändert:,19.06.2024, 12:49 Uhr","€ 150","","Felgenbremse,20 Zoll,Orange,Gebraucht,Selbstabholung","Superleichtes Kania in 20 Zoll mit 8-Gang-Schaltung. Ähnlich wie Kubikes, Woom etc. Ab 47cm Innenbeinlänge, ab etwa 100 cm Körpergröße, etwa 8 Kilo.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kania-20-small-2093369443/",788,150,NA,"Landeck",NA,"Orange",2024-06-19 12:49:00,1718801340,0,"used",0,1
"Woom Kinderfahrrad GR 3","Korneuburg, Niederösterreich","Zuletzt geändert:,19.06.2024, 12:23 Uhr","€ 370","","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","Siehe Fotos!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-gr-3-1473809550/",789,370,NA,"Korneuburg","3","Rot",2024-06-19 12:23:00,1718799780,0,"as good as new",0,1
"Woom 3","Tirol","Zuletzt geändert:,27.06.2024, 20:30 Uhr","€ 320","","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Gepflegtes Woom 3 in einem sehr guten gebrauchten Zustand abzugeben, da wir rasch auf das Nächste umgestiegen sind.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1291566509/",790,320,NA,"Tirol","3","Rot",2024-06-27 20:30:00,1719520200,0,"used",0,1
"Woom 3","","Zuletzt geändert:,05.07.2024, 17:57 Uhr","€ 320","","Violett,Gebraucht,Selbstabholung","Woom 3 mit Seitenständer, Klingel, Korb , Gepäckträger , Korb vorne und Blitze auf den Speichen","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2092901077/",791,320,NA,"","3","Violett",2024-07-05 17:57:00,1720202220,1,"used",0,1
"Woom 3","Steiermark","Zuletzt geändert:,25.06.2024, 20:23 Uhr","€ 300","","Felgenbremse,40 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe hier das Woom 3 (ohne Seitenständer) weil es zu klein geworden ist. Gekauft wirde es Ende März 23. Das Rad wurde sehr selten benutzt und stand immer unter Dach. Es gibt ein paar wenige Gebrauchsspuren am Rahmen, sonst alles in sehr gutem Zustand. Rechnung ist auch vorhanden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1328928139/",792,300,NA,"Steiermark","3","Rot",2024-06-25 20:23:00,1719346980,0,"used",0,1
"Woom 3 gelb","","Zuletzt geändert:,19.06.2024, 09:44 Uhr","€ 333","","Felgenbremse,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-1792229998/",793,333,NA,"","3","Gelb",2024-06-19 09:44:00,1718790240,0,"used",0,1
"Woom 2 rot","","Zuletzt geändert:,19.06.2024, 09:44 Uhr","€ 311","","Felgenbremse,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-rot-1600069506/",794,311,NA,"","2","Rot",2024-06-19 09:44:00,1718790240,0,"used",0,1
"Woom 3 gelb","2301 Groß-Enzersdorf","Zuletzt geändert:,19.06.2024, 09:32 Uhr","€ 280","Privatperson","Gelb,Gebraucht,Selbstabholung","Woom 3 in gelb wie abgebildet in gutem Zustand zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-1785920610/",795,280,"2301","2301 Groß-Enzersdorf","3","Gelb",2024-06-19 09:32:00,1718789520,0,"used",0,0
"WOOM 3","","Zuletzt geändert:,19.06.2024, 09:42 Uhr","€ 360","","bis 16 Zoll,Blau,Neuwertig,Selbstabholung, Versand","WOOM 3 gekauft 2022 im Herbst","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2006993392/",796,360,NA,"","3","Blau",2024-06-19 09:42:00,1718790120,0,"as good as new",1,1
"Woom 3 blau","","Zuletzt geändert:,19.06.2024, 09:48 Uhr","€ 333","","Felgenbremse,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1728889152/",797,333,NA,"","3","Blau",2024-06-19 09:48:00,1718790480,0,"used",0,1
"Tausch Woom 4 rot gegen Woom 5","","Zuletzt geändert:,23.06.2024, 13:04 Uhr","€ 400","","Rot,Gebraucht,Selbstabholung","Tausche Woom 4 rot in gutem Zustand gegen Woom 5 in adequatem Zustand. NP Differenz würde entsprechend ausgeglichen. In der Hoffnung dass sich eine win-win Situation findet!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/tausch-woom-4-rot-gegen-woom-5-1888670495/",798,400,NA,"","4","Rot",2024-06-23 13:04:00,1719147840,0,"used",0,1
"Leichtes Conway Kinderfahrrad 20 zoll","3353 Seitenstetten","Zuletzt geändert:,01.07.2024, 23:06 Uhr","€ 180","Privatperson","Kettenschaltung,Felgenbremse,47 cm,20 Zoll,Rosa,Gebraucht,Selbstabholung","Superleichtes Kinder Fahrrad der Marke Conway","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/leichtes-conway-kinderfahrrad-20-zoll-1475764025/",799,180,"3353","3353 Seitenstetten",NA,"Andere",2024-07-01 23:06:00,1719875160,0,"used",0,0
"Kinderfahrrad KTM Wild-Cross | 24 Zoll | Kinderfahrrad","Korneuburg, Niederösterreich","Zuletzt geändert:,19.06.2024, 08:35 Uhr","€ 250","","Kettenschaltung,24 Zoll,Rot,Gebraucht,Selbstabholung","KTM Wild-Cross Kindermountenbike in Rot von WOOM gebaut ( daher geringes Gewicht). 24 Zoll, Rahmen ab 128 cm Körpergröße, 7-Gang Schlaltung, Erstbesitz, wie neu, max.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-ktm-wild-cross-24-zoll-kinderfahrrad-1367425503/",800,250,NA,"Korneuburg",NA,"Rot",2024-06-19 08:35:00,1718786100,0,"used",0,1
"Woom 1 - Laufrad","Südoststeiermark, Steiermark","Zuletzt geändert:,02.07.2024, 14:38 Uhr","€ 180","","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-laufrad-1611484764/",801,180,NA,"Südoststeiermark","1","Violett",2024-07-02 14:38:00,1719931080,0,"used",0,1
"Woom 3","9800 Spittal an der Drau","Zuletzt geändert:,19.06.2024, 07:37 Uhr","€ 330","Privatperson","Violett,Gebraucht,Selbstabholung","Sehr gut.. lt Foto","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1575371975/",802,330,"9800","9800 Spittal an der Drau","3","Violett",2024-06-19 07:37:00,1718782620,0,"used",0,0
"Woom 4 Off","Tulln, Niederösterreich","Zuletzt geändert:,19.06.2024, 07:04 Uhr","€ 590","","Kettenschaltung,Scheibenbremse,20 Zoll,Schwarz,Gebraucht,Selbstabholung","Gebrauchtes Kinder Mountainbike, Jahr 2021, mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-off-802671142/",803,590,NA,"Tulln","4","Andere",2024-06-19 07:04:00,1718780640,0,"used",0,1
"Woom 5 grün","Baden, Niederösterreich","Zuletzt geändert:,18.06.2024, 19:18 Uhr","€ 450","","Kettenschaltung,Felgenbremse,24 Zoll,Grün,Gebraucht,Selbstabholung","Verkaufen das woom5 unserer Tochter.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-gruen-851256809/",804,450,NA,"Baden","5","Grün",2024-06-18 19:18:00,1718738280,0,"used",0,1
"! TIP / *Original Woom 3*/ TOLLES hochwertiges super leichtes Kinderfahrrad (16' Zoll, ca. 4-6 Jahre) / MIT Kettenschutz und Ständer / beste Begleiter für längere Ausfahrten","","Zuletzt geändert:,18.06.2024, 23:25 Uhr","€ 380","","bis 16 Zoll,Grün,Neuwertig,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/-tip-original-woom-3-tolles-hochwertiges-super-leichtes-kinderfahrrad-16-zoll-ca-4-6-jahre-mit-kettenschutz-und-staender-beste-begleiter-fuer-laengere-ausfahrten-880425470/",805,380,NA,"","3","Grün",2024-06-18 23:25:00,1718753100,0,"as good as new",1,1
"Woom Kinderfahrrad","Graz, Steiermark","Zuletzt geändert:,19.06.2024, 07:31 Uhr","€ 260","","Violett,Gebraucht,Selbstabholung","Verkaufe das Kinderfahrrad meiner Tochter, nur ein Jahr gebraucht, in sehr gutem Zustand inkl. Seitenständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-1645941985/",806,260,NA,"Graz",NA,"Violett",2024-06-19 07:31:00,1718782260,0,"used",0,1
"Woom 2 Fahrrad","8051 Thal","Zuletzt geändert:,18.06.2024, 17:00 Uhr","€ 310","","Grün,Gebraucht,Selbstabholung","Grünes Woom 2 in gutem Zustand mit Original Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-1386217892/",807,310,"8051","8051 Thal","2","Grün",2024-06-18 17:00:00,1718730000,0,"used",0,1
"Cygnus 8 Super Light 24 Zoll.","9020 Klagenfurt, 12.Bez.:St. Martin","Zuletzt geändert:,18.06.2024, 16:09 Uhr","€ 275","Privatperson","Kettenschaltung,bis 35 cm,24 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/cygnus-8-super-light-24-zoll-833667226/",808,275,"9020","9020 Klagenfurt","8","Rot",2024-06-18 16:09:00,1718726940,0,"as good as new",0,0
"Puky 18 Zoll Alu Rahmen Kinderfahrrad Berry Aluminium Fahrrad citybike jungen Mädchen Kinder bike Rad Laufrad rosa Pink bike","","Zuletzt geändert:,21.06.2024, 16:42 Uhr","€ 150","","Kettenschaltung,Felgenbremse,53 cm,18 Zoll,Rosa,Gebraucht,Selbstabholung","Super Zustand siehe Fotos / Bilder mit Klingel und Korb sehr bequemer Sattel","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/puky-18-zoll-alu-rahmen-kinderfahrrad-berry-aluminium-fahrrad-citybike-jungen-maedchen-kinder-bike-rad-laufrad-rosa-pink-bike-1739711261/",809,150,NA,"",NA,"Andere",2024-06-21 16:42:00,1718988120,0,"used",0,1
"Woom 4 City schwarz","","Zuletzt geändert:,18.06.2024, 14:18 Uhr","€ 550","","Kettenschaltung,Felgenbremse,41 cm,20 Zoll,Schwarz,Gebraucht,Selbstabholung, Versand","Wir verkaufen unser schwarzes Woom Bike City 4. Es hat einen wunderbaren Dienst geleistet.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-city-schwarz-1312933716/",811,550,NA,"","4","Andere",2024-06-18 14:18:00,1718720280,0,"used",1,1
"Woom 4 in blau","Innsbruck-Land, Tirol","Zuletzt geändert:,18.06.2024, 14:34 Uhr","€ 370","","Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-in-blau-1768126965/",812,370,NA,"Innsbruck-Land","4","Blau",2024-06-18 14:34:00,1718721240,0,"used",0,1
"Krokus LIKEtoBIKE 16"" ähnlich wie ""Woom""","Niederösterreich","Zuletzt geändert:,18.06.2024, 13:39 Uhr","€ 160","","Felgenbremse,bis 16 Zoll,Weiß,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/krokus-liketobike-16-aehnlich-wie-woom-1943457158/",813,160,NA,"Niederösterreich",NA,"Andere",2024-06-18 13:39:00,1718717940,0,"used",1,1
"Woom 3 Grün","Wiener Neustadt Land, Niederösterreich","Zuletzt geändert:,18.06.2024, 10:49 Uhr","€ 320","","Grün,Gebraucht,Selbstabholung","Woom 3 mit normalen Gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-2147090838/",814,320,NA,"Wiener Neustadt Land","3","Grün",2024-06-18 10:49:00,1718707740,0,"used",0,1
"Woom 3 Kinderfahrrad","Kärnten","Zuletzt geändert:,25.06.2024, 19:22 Uhr","€ 340","","Violett,Neuwertig,Selbstabholung","Woom 3 in Violett","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1700935030/",815,340,NA,"Kärnten","3","Violett",2024-06-25 19:22:00,1719343320,0,"as good as new",0,1
"Alurad Laufrad Kinder 12 Zoll ähnlich Woom","","Zuletzt geändert:,18.06.2024, 10:37 Uhr","€ 45","","bis 16 Zoll,Orange,Gebraucht,Selbstabholung","Unser geliebtes superleichtes (nur 2 kg!!!) Laufrad mit einem Aluminiumrahmen darf weiterziehen. Es hat einen Schnellspanner am Lenker und Sattel. Die Reifen sind schlauchlos. Das Rad ist geeignet für eine Körpergröße von 60-120 cm. Es ist gebraucht wie auf den Bildern ersichtlich. Neupreis €150,00. Zu besichtigen und abzuholen Ecke Kirschenallee/ Duchekgasse 1220 Wien.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/alurad-laufrad-kinder-12-zoll-aehnlich-woom-1105154932/",816,45,NA,"",NA,"Orange",2024-06-18 10:37:00,1718707020,0,"used",0,1
"Woom 1","8321 St. Margarethen an der Raab","Zuletzt geändert:,18.06.2024, 10:13 Uhr","€ 180","Privatperson","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Letzte  Generation, Superleicht 2,95 KG! 12 Zoll. Abzuholen Nähe Gleisdorf oder Graz.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-1932334369/",817,180,"8321","8321 St. Margarethen an der Raab","1","Grün",2024-06-18 10:13:00,1718705580,0,"used",0,0
"Woom 3 (2023)","Linz Land, Oberösterreich","Zuletzt geändert:,25.06.2024, 13:07 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2023-1914035181/",818,350,NA,"Linz Land","3","Violett",2024-06-25 13:07:00,1719320820,0,"used",0,1
"Woom 2","Horn, Niederösterreich","Zuletzt geändert:,18.06.2024, 10:10 Uhr","€ 310","","Violett,Gebraucht,Selbstabholung","Woom 2 zu verkaufen","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1523544983/",819,310,NA,"Horn","2","Violett",2024-06-18 10:10:00,1718705400,0,"used",0,1
"Federleicht Kinder MTB","Deutschland","Zuletzt geändert:,18.06.2024, 09:37 Uhr","€ 1.900","","Kettenschaltung,Scheibenbremse,27,5 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/federleicht-kinder-mtb-990503612/",820,1,NA,"Deutschland",NA,"Gelb",2024-06-18 09:37:00,1718703420,0,"used",1,1
